Date,Actual,Predicted
2020-01-17,1.3074,1.3060508067187369
2020-01-21,1.3068,1.3059072511631813
2020-01-22,1.3135,1.3059072511631813
2020-01-23,1.3144,1.305856967829848
2020-01-24,1.3146,1.3057551743113294
2020-01-27,1.3176,1.3050018315864629
2020-01-28,1.3174,1.3055012048668864
2020-01-29,1.3201,1.3055980441526003
2020-01-30,1.3216,1.3054962405811716
2020-01-31,1.322,1.3051248968984488
2020-02-03,1.3295,1.3084782892435947
2020-02-04,1.3266,1.3085112887996222
2020-02-05,1.3294,1.3088960384027961
2020-02-06,1.3292,1.3086203983234312
2020-02-07,1.3304,1.3085469915773995
2020-02-10,1.3323,1.3081277983636161
2020-02-11,1.3299,1.308273547132955
2020-02-12,1.3243,1.3082953887996218
2020-02-13,1.3255,1.3081483816969495
2020-02-14,1.3251,1.3081483816969495
2020-02-18,1.3256,1.3081563816969497
2020-02-19,1.3232,1.3081563816969497
2020-02-20,1.3259,1.3083132070937749
2020-02-21,1.3217,1.3083132070937749
2020-02-24,1.3282,1.3068892161796963
2020-02-25,1.3285,1.307942362795475
2020-02-26,1.3321,1.30772250795994
2020-02-27,1.3356,1.3080605377057963
2020-02-28,1.3411,1.3097323152129856
2020-03-02,1.3334,1.2943895967550114
2020-03-03,1.3352,1.2941198352479353
2020-03-04,1.3425,1.2918889106475044
2020-03-05,1.3403,1.2919780134045846
2020-03-06,1.342,1.292363281381161
2020-03-09,1.3527,1.291664691842834
2020-03-10,1.3775,1.2926689029476237
2020-03-11,1.3748,1.292029888876193
2020-03-12,1.3869,1.2972249227375838
2020-03-13,1.3991,1.2959976343568724
2020-03-16,1.3974,1.3049209596405718
2020-03-17,1.4188,1.303894825731013
2020-03-18,1.4529,1.308593973293629
2020-03-19,1.4463,1.3069302563855367
2020-03-20,1.4363,1.3082291105591408
2020-03-23,1.4539,1.3068455602348186
2020-03-24,1.448,1.299894101159243
2020-03-25,1.4333,1.2981544771501459
2020-03-26,1.4045,1.2972550615945533
2020-03-27,1.4075,1.2999609584366054
2020-03-30,1.4169,1.298113027144509
2020-03-31,1.4123,1.2983140089569172
2020-04-01,1.4222,1.3013501533785399
2020-04-02,1.411,1.3016178061219015
2020-04-03,1.4132,1.3018346913415026
2020-04-06,1.4125,1.2978624664949843
2020-04-07,1.3971,1.2967249375267302
2020-04-08,1.4015,1.2966197794443513
2020-04-09,1.398,1.2969663137321004
2020-04-10,1.3967,1.2969663137321004
2020-04-13,1.3953,1.2970980023075989
2020-04-14,1.3903,1.2976182277613673
2020-04-15,1.4105,1.2986440704925541
2020-04-16,1.4141,1.2987806704925544
2020-04-17,1.4026,1.2972265642448837
2020-04-20,1.4067,1.296036192729732
2020-04-21,1.4199,1.2963939648037246
2020-04-22,1.4132,1.294367932807173
2020-04-23,1.4028,1.294842836962961
2020-04-24,1.4098,1.2940293969557457
2020-04-27,1.4042,1.292483965807462
2020-04-28,1.3992,1.2923058566863979
2020-04-29,1.3936,1.2917886149243185
2020-04-30,1.3911,1.2903769120620006
2020-05-01,1.4102,1.2871194043301333
2020-05-04,1.4088,1.2871240169930087
2020-05-05,1.4025,1.2870692736067653
2020-05-06,1.4143,1.2861825382532301
2020-05-07,1.3972,1.28607875825323
2020-05-08,1.391,1.2861387111362266
2020-05-11,1.4024,1.2856699444695598
2020-05-12,1.4009,1.286147036148853
2020-05-13,1.4089,1.2853830140020603
2020-05-14,1.4086,1.2853830140020603
2020-05-15,1.409,1.2855468657301252
2020-05-18,1.3966,1.285195812790221
2020-05-19,1.3879,1.2860110651766306
2020-05-20,1.3911,1.2853996398389484
2020-05-21,1.3946,1.2857283182981232
2020-05-22,1.4021,1.2858228263136062
2020-05-26,1.3821,1.2850779602297022
2020-05-27,1.3786,1.285031771737495
2020-05-28,1.3763,1.284844740289292
2020-05-29,1.3809,1.2847194979173018
2020-06-01,1.3603,1.2813585216592267
2020-06-02,1.3515,1.2813475011913902
2020-06-03,1.3489,1.2812888314944204
2020-06-04,1.3513,1.2810503530884156
2020-06-05,1.342,1.2804442508988918
2020-06-08,1.3379,1.2799049347263471
2020-06-09,1.3433,1.2804442508988918
2020-06-10,1.3388,1.2808704110450158
2020-06-11,1.3559,1.2808959360140661
2020-06-12,1.3587,1.2811500312161848
2020-06-15,1.3618,1.2804993798626845
2020-06-16,1.3562,1.280783756722052
2020-06-17,1.357,1.28106908270602
2020-06-18,1.3593,1.2807835838504789
2020-06-19,1.3601,1.2808341171838122
2020-06-22,1.3544,1.2804988486337283
2020-06-23,1.3509,1.2803847013032807
2020-06-24,1.3601,1.2796606091511835
2020-06-25,1.366,1.2807622431097383
2020-06-26,1.3695,1.280872214724103
2020-06-29,1.3686,1.2799163085663883
2020-06-30,1.3614,1.2804152794733745
2020-07-01,1.3579,1.280668982580537
2020-07-02,1.3591,1.280855968751773
2020-07-06,1.3546,1.2802351903670486
2020-07-07,1.3587,1.2803618848114933
2020-07-08,1.3539,1.280188523700382
2020-07-09,1.3577,1.2802642181448265
2020-07-10,1.3591,1.2800306729268238
2020-07-13,1.3568,1.280188523700382
2020-07-14,1.3606,1.2798822489061379
2020-07-15,1.3521,1.2794800492557883
2020-07-16,1.3539,1.2796922900990029
2020-07-17,1.3572,1.279458850443907
2020-07-20,1.3531,1.2792208339590814
2020-07-21,1.3443,1.2792639728479702
2020-07-22,1.3407,1.279301956181304
2020-07-23,1.337,1.2792097319773117
2020-07-24,1.3425,1.2796768647848327
2020-07-27,1.3383,1.2792055871890557
2020-07-28,1.3364,1.2796032801760107
2020-07-29,1.337,1.2792762610042585
2020-07-30,1.344,1.2791382459248934
2020-07-31,1.3384,1.279305385546383
2020-08-03,1.3408,1.2778044108565114
2020-08-04,1.3366,1.2777229044902165
2020-08-05,1.3254,1.2777677044902167
2020-08-06,1.3285,1.2777677044902167
2020-08-07,1.3393,1.2781758526383649
2020-08-10,1.335,1.2781896621621742
2020-08-11,1.3296,1.2781758526383649
2020-08-12,1.325,1.278156589939952
2020-08-13,1.3214,1.2781519232732854
2020-08-14,1.325,1.278156589939952
2020-08-17,1.3202,1.278156589939952
2020-08-18,1.3181,1.2781758526383649
2020-08-19,1.3173,1.2777677044902167
2020-08-20,1.3177,1.2781896621621742
2020-08-21,1.3201,1.2777677044902167
2020-08-24,1.322,1.2779330702309573
2020-08-25,1.3191,1.2781758526383649
2020-08-26,1.3145,1.2782033288288408
2020-08-27,1.3111,1.2777677044902167
2020-08-28,1.3106,1.2777677044902167
2020-08-31,1.3034,1.2777677044902167
2020-09-01,1.3043,1.2820684222586975
2020-09-02,1.3061,1.2820684222586975
2020-09-03,1.3131,1.2816486074438826
2020-09-04,1.3095,1.2817245138101774
2020-09-08,1.3194,1.281889163281077
2020-09-09,1.3163,1.282057288925364
2020-09-10,1.3162,1.2817245138101774
2020-09-11,1.3183,1.282213717513881
2020-09-14,1.3172,1.2816981731846233
2020-09-15,1.3199,1.2816733407772158
2020-09-16,1.3164,1.2819405337906842
2020-09-17,1.3204,1.2819566851064734
2020-09-18,1.3179,1.281875629550918
2020-09-21,1.3299,1.2819990754527466
2020-09-22,1.3313,1.2820249549477434
2020-09-23,1.3373,1.2817195357926685
2020-09-24,1.337,1.2817712048178258
2020-09-25,1.3409,1.2819790278336989
2020-09-28,1.3377,1.2819566851064734
2020-09-29,1.3411,1.281875629550918
2020-09-30,1.3323,1.2820392049477434
2020-10-01,1.3289,1.2827235781279906
2020-10-02,1.332,1.2827235781279906
2020-10-05,1.3269,1.2826894229521721
2020-10-06,1.3275,1.2828046336835461
2020-10-07,1.3283,1.2826894229521721
2020-10-08,1.3222,1.2826763562855057
2020-10-09,1.312,1.2826763562855057
2020-10-13,1.3138,1.2826763562855057
2020-10-14,1.3147,1.2826646896188387
2020-10-15,1.3243,1.2826763562855057
2020-10-16,1.3194,1.2826894229521721
2020-10-19,1.3155,1.2828046336835461
2020-10-20,1.312,1.2828046336835461
2020-10-21,1.313,1.2828046336835461
2020-10-22,1.3132,1.2827912502248995
2020-10-23,1.3147,1.2827912502248995
