Sample,Date,Actual,Predicted
1,2020-01-17,1.3074,1.2812681378506903
1,2020-01-21,1.3068,1.2822877566240443
1,2020-01-22,1.3135,1.2818825829443994
1,2020-01-23,1.3144,1.282116200153303
1,2020-01-24,1.3146,1.2841915605197771
1,2020-01-27,1.3176,1.2864530197639452
1,2020-01-28,1.3174,1.2834581875496658
1,2020-01-29,1.3201,1.2851294459822058
1,2020-01-30,1.3216,1.2825061332872219
1,2020-01-31,1.322,1.2888812377514247
2,2020-02-03,1.3295,1.3044435486174026
2,2020-02-04,1.3266,1.3002812166243192
2,2020-02-05,1.3294,1.2992346255384628
2,2020-02-06,1.3292,1.2959783597110137
2,2020-02-07,1.3304,1.2974091358730868
2,2020-02-10,1.3323,1.2937769581229075
2,2020-02-11,1.3299,1.2941745591507146
2,2020-02-12,1.3243,1.291921406322047
2,2020-02-13,1.3255,1.2912003879181144
2,2020-02-14,1.3251,1.2902926090314022
3,2020-02-18,1.3256,1.2894738457464294
3,2020-02-19,1.3232,1.2842757707189012
3,2020-02-20,1.3259,1.285571362331584
3,2020-02-21,1.3217,1.2857359244187787
3,2020-02-24,1.3282,1.2902860294233516
3,2020-02-25,1.3285,1.3053895365610166
3,2020-02-26,1.3321,1.3079840238130993
3,2020-02-27,1.3356,1.3234652562894125
3,2020-02-28,1.3411,1.3294564113287706
3,2020-03-02,1.3334,1.388894048915243
4,2020-03-03,1.3352,1.400246474236839
4,2020-03-04,1.3425,1.3788028232836056
4,2020-03-05,1.3403,1.3901503730846465
4,2020-03-06,1.342,1.3894836039348735
4,2020-03-09,1.3527,1.4162053076102081
4,2020-03-10,1.3775,1.404259532945638
4,2020-03-11,1.3748,1.4190564203877312
4,2020-03-12,1.3869,1.4521465078737381
4,2020-03-13,1.3991,1.4344282389233036
4,2020-03-16,1.3974,1.483941022922704
5,2020-03-17,1.4188,1.4732908755865863
5,2020-03-18,1.4529,1.4823955653346736
5,2020-03-19,1.4463,1.4852285453162157
5,2020-03-20,1.4363,1.4929795570697226
5,2020-03-23,1.4539,1.5020741388916483
5,2020-03-24,1.448,1.4618390092029994
5,2020-03-25,1.4333,1.4552448735591592
5,2020-03-26,1.4045,1.4382468598039333
5,2020-03-27,1.4075,1.4478950460429818
5,2020-03-30,1.4169,1.437923770049557
6,2020-03-31,1.4123,1.4457852454057196
6,2020-04-01,1.4222,1.5098718577668988
6,2020-04-02,1.411,1.5046181404793382
6,2020-04-03,1.4132,1.5053563135397545
6,2020-04-06,1.4125,1.4816100558682483
6,2020-04-07,1.3971,1.479564757637259
6,2020-04-08,1.4015,1.470029099063326
6,2020-04-09,1.398,1.4634391218073857
6,2020-04-10,1.3967,1.4634391218073857
6,2020-04-13,1.3953,1.4665654109534996
7,2020-04-14,1.3903,1.4485879461236906
7,2020-04-15,1.4105,1.4561226881717546
7,2020-04-16,1.4141,1.4534230063471898
7,2020-04-17,1.4026,1.44909251869709
7,2020-04-20,1.4067,1.4561168195165322
7,2020-04-21,1.4199,1.4667461139327922
7,2020-04-22,1.4132,1.4559038807382327
7,2020-04-23,1.4028,1.4520508782042987
7,2020-04-24,1.4098,1.4477808464456294
7,2020-04-27,1.4042,1.4447664971539587
8,2020-04-28,1.3992,1.4479173867401665
8,2020-04-29,1.3936,1.4398147048922554
8,2020-04-30,1.3911,1.4410821524789235
8,2020-05-01,1.4102,1.4242937223618672
8,2020-05-04,1.4088,1.418010705055543
8,2020-05-05,1.4025,1.4163553947590035
8,2020-05-06,1.4143,1.4181558183160907
8,2020-05-07,1.3972,1.416176613887893
8,2020-05-08,1.391,1.410785733597272
8,2020-05-11,1.4024,1.4090892020322143
