Sample,Date,Actual,Predicted
348,2021-06-08,1.2101,1.2030345
348,2021-06-09,1.2102,1.2039049
348,2021-06-10,1.2095,1.2047951
348,2021-06-11,1.2162,1.2053927
348,2021-06-14,1.2131,1.2055109
349,2021-06-09,1.2102,1.2044468
349,2021-06-10,1.2095,1.2052217
349,2021-06-11,1.2162,1.2059343
349,2021-06-14,1.2131,1.2066516
349,2021-06-15,1.2202,1.2066345
350,2021-06-10,1.2095,1.2059487
350,2021-06-11,1.2162,1.2067043
350,2021-06-14,1.2131,1.2072706
350,2021-06-15,1.2202,1.2080504
350,2021-06-16,1.2165,1.2080002
351,2021-06-11,1.2162,1.2057081
351,2021-06-14,1.2131,1.2065356
351,2021-06-15,1.2202,1.2072115
351,2021-06-16,1.2165,1.2079241
351,2021-06-17,1.2353,1.2079729
352,2021-06-14,1.2131,1.2096834
352,2021-06-15,1.2202,1.210369
352,2021-06-16,1.2165,1.2107056
352,2021-06-17,1.2353,1.2115873
352,2021-06-18,1.2437,1.2114459
353,2021-06-15,1.2202,1.209773
353,2021-06-16,1.2165,1.2105644
353,2021-06-17,1.2353,1.2111431
353,2021-06-18,1.2437,1.2118728
353,2021-06-21,1.237,1.2119197
354,2021-06-16,1.2165,1.2136109
354,2021-06-17,1.2353,1.2143444
354,2021-06-18,1.2437,1.2146388
354,2021-06-21,1.237,1.2154856
354,2021-06-22,1.2364,1.2154402
355,2021-06-17,1.2353,1.2132572
355,2021-06-18,1.2437,1.2140986
355,2021-06-21,1.237,1.214766
355,2021-06-22,1.2364,1.215426
355,2021-06-23,1.2286,1.2156096
356,2021-06-18,1.2437,1.2246758
356,2021-06-21,1.237,1.2251738
356,2021-06-22,1.2364,1.2247713
356,2021-06-23,1.2286,1.2259394
356,2021-06-24,1.2337,1.2256101
357,2021-06-21,1.237,1.2365633
357,2021-06-22,1.2364,1.236936
357,2021-06-23,1.2286,1.236072
357,2021-06-24,1.2337,1.2373555
357,2021-06-25,1.2293,1.2370179
358,2021-06-22,1.2364,1.2348065
358,2021-06-23,1.2286,1.2356639
358,2021-06-24,1.2337,1.2360604
358,2021-06-25,1.2293,1.2365757
358,2021-06-28,1.2325,1.2372018
359,2021-06-23,1.2286,1.2314205
359,2021-06-24,1.2337,1.2325504
359,2021-06-25,1.2293,1.2337884
359,2021-06-28,1.2325,1.2339494
359,2021-06-29,1.2378,1.2350609
360,2021-06-24,1.2337,1.2248764
360,2021-06-25,1.2293,1.2263156
360,2021-06-28,1.2325,1.2281151
360,2021-06-29,1.2378,1.2281779
360,2021-06-30,1.2404,1.2294577
361,2021-06-25,1.2293,1.2258778
361,2021-06-28,1.2325,1.2271562
361,2021-06-29,1.2378,1.228322
361,2021-06-30,1.2404,1.2288842
361,2021-07-01,1.2405,1.2295302
362,2021-06-28,1.2325,1.2242929
362,2021-06-29,1.2378,1.2256392
362,2021-06-30,1.2404,1.2266668
362,2021-07-01,1.2405,1.2273047
362,2021-07-02,1.2346,1.2278509
363,2021-06-29,1.2378,1.2249672
363,2021-06-30,1.2404,1.226236
363,2021-07-01,1.2405,1.2268952
363,2021-07-02,1.2346,1.2276831
363,2021-07-06,1.2466,1.2280023
364,2021-06-30,1.2404,1.2301435
364,2021-07-01,1.2405,1.2311035
364,2021-07-02,1.2346,1.2312313
364,2021-07-06,1.2466,1.2322263
364,2021-07-07,1.2506,1.2322055
365,2021-07-01,1.2405,1.2342974
365,2021-07-02,1.2346,1.2351809
365,2021-07-06,1.2466,1.2351478
365,2021-07-07,1.2506,1.2361178
365,2021-07-08,1.2533,1.2361132
366,2021-07-02,1.2346,1.2357924
366,2021-07-06,1.2466,1.2366999
366,2021-07-07,1.2506,1.2369685
366,2021-07-08,1.2533,1.2377223
366,2021-07-09,1.2476,1.2379466
367,2021-07-06,1.2466,1.2316511
367,2021-07-07,1.2506,1.2327732
367,2021-07-08,1.2533,1.2337587
367,2021-07-09,1.2476,1.234167
367,2021-07-12,1.2455,1.2347903
368,2021-07-07,1.2506,1.2379571
368,2021-07-08,1.2533,1.2388071
368,2021-07-09,1.2476,1.2390018
368,2021-07-12,1.2455,1.2398679
368,2021-07-13,1.2511,1.240011
369,2021-07-08,1.2533,1.2447009
369,2021-07-09,1.2476,1.2454534
369,2021-07-12,1.2455,1.245229
369,2021-07-13,1.2511,1.2462716
369,2021-07-14,1.2521,1.2462808
370,2021-07-09,1.2476,1.2479247
370,2021-07-12,1.2455,1.2487589
370,2021-07-13,1.2511,1.2488128
370,2021-07-14,1.2521,1.2496293
370,2021-07-15,1.2575,1.249896
371,2021-07-12,1.2455,1.2443156
371,2021-07-13,1.2511,1.2454147
371,2021-07-14,1.2521,1.2464225
371,2021-07-15,1.2575,1.2467644
371,2021-07-16,1.2586,1.2475635
372,2021-07-13,1.2511,1.2405058
372,2021-07-14,1.2521,1.2417585
372,2021-07-15,1.2575,1.24313
372,2021-07-16,1.2586,1.2433908
372,2021-07-19,1.2752,1.244306
373,2021-07-14,1.2521,1.2438233
373,2021-07-15,1.2575,1.2448866
373,2021-07-16,1.2586,1.2456076
373,2021-07-19,1.2752,1.2463058
373,2021-07-20,1.2724,1.2467546
374,2021-07-15,1.2575,1.2464056
374,2021-07-16,1.2586,1.2474163
374,2021-07-19,1.2752,1.2478695
374,2021-07-20,1.2724,1.248694
374,2021-07-21,1.2538,1.2489763
375,2021-07-16,1.2586,1.2504454
375,2021-07-19,1.2752,1.251379
375,2021-07-20,1.2724,1.2515807
375,2021-07-21,1.2538,1.2524526
375,2021-07-22,1.2578,1.2526484
376,2021-07-19,1.2752,1.2527097
376,2021-07-20,1.2724,1.2536932
376,2021-07-21,1.2538,1.2539829
376,2021-07-22,1.2578,1.2547238
376,2021-07-23,1.258,1.25508
377,2021-07-20,1.2724,1.2648884
377,2021-07-21,1.2538,1.2655344
377,2021-07-22,1.2578,1.2649032
377,2021-07-23,1.258,1.2660275
377,2021-07-26,1.254,1.2659987
378,2021-07-21,1.2538,1.268213
378,2021-07-22,1.2578,1.2690436
378,2021-07-23,1.258,1.269057
378,2021-07-26,1.254,1.2697345
378,2021-07-27,1.2579,1.270232
379,2021-07-22,1.2578,1.2538276
379,2021-07-23,1.258,1.2554104
379,2021-07-26,1.254,1.2575083
379,2021-07-27,1.2579,1.2571636
379,2021-07-28,1.2563,1.2588251
380,2021-07-23,1.258,1.25016
380,2021-07-26,1.254,1.2516209
380,2021-07-27,1.2579,1.2534704
