DATE,DEXCAUS,SP500,TSX,Gold,ED,month,year,day,year_month,BCPI,IR,PPI,M1,M3,Oil,Unemployment,IndProd,PPP
2009-01-02,1.2101,931.8,9234.099609,869.75,1.41,1,2009,2,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-05,1.192,927.45,9285.5,860.0,1.42,1,2009,5,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-06,1.1822,934.7,9472.099609,844.0,1.41,1,2009,6,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-07,1.185,906.65,9121.299805,864.0,1.4,1,2009,7,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-08,1.189,909.73,9221.599609,842.5,1.35,1,2009,8,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-09,1.192,890.35,9085.200195,854.0,1.26,1,2009,9,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-12,1.2075,870.26,8793.299805,848.5,1.16,1,2009,12,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-13,1.2255,871.79,8961.599609,815.5,1.09,1,2009,13,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-14,1.2373,842.62,8688.400391,827.25,1.08,1,2009,14,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-15,1.2623,843.74,8879.599609,813.0,1.09,1,2009,15,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-16,1.254,850.12,8920.400391,824.25,1.14,1,2009,16,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-20,1.2604,805.22,8504.900391,835.0,1.12,1,2009,20,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-21,1.2749,840.24,8757.900391,860.5,1.13,1,2009,21,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-22,1.2624,827.5,8486.599609,847.75,1.16,1,2009,22,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-23,1.2478,831.95,8628.0,873.0,1.17,1,2009,23,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-26,1.22,836.57,8656.5,906.5,1.18,1,2009,26,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-27,1.2292,845.71,8759.599609,896.0,1.18,1,2009,27,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-28,1.2096,874.09,8906.200195,891.25,1.17,1,2009,28,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-29,1.2187,845.14,8762.799805,878.5,1.17,1,2009,29,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-01-30,1.2365,825.88,8694.900391,918.5,1.18,1,2009,30,20091,399.85,1.589048,89.5172,57.67868,66.68929,41.74,7.4,91.45509,1.202244
2009-02-02,1.2408,825.44,8624.799805,913.75,1.23,2,2009,2,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-03,1.2334,838.51,8628.599609,902.0,1.23,2,2009,3,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-04,1.2268,832.23,8693.099609,902.25,1.24,2,2009,4,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-05,1.2307,845.85,8861.0,914.75,1.24,2,2009,5,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-06,1.2388,868.6,9008.0,914.0,1.24,2,2009,6,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-09,1.219,869.89,9047.299805,901.0,1.23,2,2009,9,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-10,1.2332,827.16,8817.900391,896.0,1.22,2,2009,10,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-11,1.2418,833.74,8737.900391,922.0,1.23,2,2009,11,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-12,1.2478,835.19,8778.799805,944.0,1.23,2,2009,12,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-13,1.2435,826.84,8678.099609,939.25,1.24,2,2009,13,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-17,1.2606,789.17,8378.700195,962.25,1.25,2,2009,17,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-18,1.2592,788.42,8176.0,964.75,1.25,2,2009,18,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-19,1.259,778.94,8185.399902,973.5,1.25,2,2009,19,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-20,1.2543,770.05,7950.0,981.0,1.25,2,2009,20,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-23,1.2508,743.33,7647.700195,987.0,1.25,2,2009,23,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-24,1.2468,773.14,7859.299805,989.75,1.25,2,2009,24,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-25,1.2558,764.9,7932.299805,956.25,1.26,2,2009,25,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-26,1.2455,752.83,8186.799805,945.0,1.26,2,2009,26,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-02-27,1.271,735.09,8123.0,943.75,1.26,2,2009,27,20092,381.79,1.231053,89.94398,57.78524,66.24384,39.16,8.0,90.26203,1.202244
2009-03-02,1.2891,700.82,7687.5,949.5,1.27,3,2009,2,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-03,1.2937,696.33,7631.600098,924.75,1.27,3,2009,3,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-04,1.2768,712.87,7814.799805,911.0,1.28,3,2009,4,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-05,1.2875,682.55,7629.200195,913.25,1.28,3,2009,5,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-06,1.2865,683.38,7591.5,937.75,1.29,3,2009,6,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-09,1.2995,676.53,7566.899902,934.75,1.31,3,2009,9,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-10,1.2796,719.6,7880.399902,911.5,1.33,3,2009,10,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-11,1.2808,721.36,8011.0,900.0,1.33,3,2009,11,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-12,1.2909,750.74,8282.299805,914.5,1.32,3,2009,12,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-13,1.2752,756.55,8303.400391,920.0,1.32,3,2009,13,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-16,1.2723,753.89,8386.700195,923.0,1.31,3,2009,16,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-17,1.2717,778.12,8559.599609,920.0,1.3,3,2009,17,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-18,1.2715,794.35,8629.099609,910.75,1.29,3,2009,18,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-19,1.2336,784.04,8690.5,937.25,1.23,3,2009,19,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-20,1.237,768.54,8506.400391,957.0,1.22,3,2009,20,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-23,1.2322,822.92,8958.5,952.75,1.22,3,2009,23,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-24,1.2263,806.12,8849.400391,928.75,1.23,3,2009,24,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-25,1.2245,813.88,8797.400391,921.25,1.23,3,2009,25,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-26,1.2327,832.86,8995.5,935.5,1.23,3,2009,26,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-27,1.2392,815.94,8821.099609,927.0,1.22,3,2009,27,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-30,1.2582,787.53,8596.200195,923.0,1.21,3,2009,30,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-03-31,1.2606,797.87,8720.400391,918.5,1.19,3,2009,31,20093,410.36,1.062727,90.26407,58.33285,66.31652,47.98,8.2,89.18526,1.202244
2009-04-01,1.264,811.08,8941.799805,919.5,1.18,4,2009,1,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-02,1.238,834.38,9073.099609,914.75,1.17,4,2009,2,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-03,1.2335,842.5,9065.799805,901.5,1.16,4,2009,3,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-06,1.2427,835.48,9016.200195,879.5,1.16,4,2009,6,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-07,1.2339,815.55,8824.799805,879.25,1.15,4,2009,7,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-08,1.2353,825.16,8969.299805,887.25,1.14,4,2009,8,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-09,1.2273,856.56,9187.099609,883.75,1.13,4,2009,9,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-10,1.2273,856.56,9187.099609,883.75,1.13,4,2009,10,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-13,1.221,858.73,9285.599609,883.75,1.13,4,2009,13,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-14,1.2093,841.5,9231.599609,895.0,1.12,4,2009,14,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-15,1.204,852.06,9246.099609,892.25,1.11,4,2009,15,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-16,1.2062,865.3,9343.400391,889.0,1.11,4,2009,16,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-17,1.2146,869.6,9437.700195,872.0,1.1,4,2009,17,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-20,1.2338,832.39,9126.200195,870.0,1.1,4,2009,20,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-21,1.2373,850.08,9247.200195,888.75,1.1,4,2009,21,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-22,1.2361,843.55,9279.200195,885.0,1.1,4,2009,22,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-23,1.2291,851.92,9409.5,894.5,1.09,4,2009,23,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-24,1.2095,866.23,9549.5,909.0,1.07,4,2009,24,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-27,1.2106,857.51,9394.799805,911.75,1.05,4,2009,27,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-28,1.2238,855.16,9348.0,897.0,1.04,4,2009,28,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-29,1.2008,873.64,9416.299805,894.5,1.03,4,2009,29,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-04-30,1.1939,872.81,9324.799805,889.0,1.02,4,2009,30,20094,413.11,0.8980953,89.94398,59.11719,66.5265,49.79,8.3,87.93669,1.202244
2009-05-01,1.1868,877.52,9497.0,881.5,1.01,5,2009,1,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-04,1.1779,907.24,9870.400391,881.5,1.01,5,2009,4,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-05,1.1758,903.8,9880.700195,903.0,0.99,5,2009,5,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-06,1.1726,919.53,10143.400391,903.5,0.97,5,2009,6,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-07,1.1714,907.39,9967.099609,912.75,0.96,5,2009,7,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-08,1.158,929.23,10238.0,917.5,0.94,5,2009,8,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-11,1.1591,909.24,10094.099609,912.5,0.92,5,2009,11,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-12,1.1671,908.35,10077.700195,920.0,0.91,5,2009,12,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-13,1.1686,883.92,9709.5,925.75,0.88,5,2009,13,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-14,1.1726,893.07,9849.200195,923.25,0.85,5,2009,14,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-15,1.1756,882.88,9762.900391,925.0,0.83,5,2009,15,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-18,1.1656,909.71,9762.900391,929.75,0.79,5,2009,18,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-19,1.1567,908.13,10101.0,921.5,0.75,5,2009,19,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-20,1.1434,903.47,10232.400391,928.5,0.72,5,2009,20,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-21,1.1412,888.33,9949.599609,940.0,0.66,5,2009,21,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-22,1.1234,887.0,9993.400391,952.5,0.66,5,2009,22,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-26,1.1199,910.33,10285.900391,942.0,0.66,5,2009,26,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-27,1.112,893.06,10142.200195,949.5,0.67,5,2009,27,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-28,1.1123,906.83,10392.400391,949.75,0.67,5,2009,28,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-05-29,1.0957,919.14,10370.099609,972.0,0.66,5,2009,29,20095,456.04,0.6365,88.87704,59.70138,66.37608,59.16,8.7,86.5158,1.202244
2009-06-01,1.087,942.87,10604.099609,987.0,0.65,6,2009,1,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-02,1.0828,944.74,10588.799805,973.5,0.65,6,2009,2,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-03,1.0973,931.76,10290.099609,979.0,0.64,6,2009,3,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-04,1.0997,942.46,10477.200195,967.25,0.63,6,2009,4,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-05,1.1144,940.09,10569.299805,977.75,0.63,6,2009,5,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-08,1.1228,939.14,10549.099609,946.5,0.65,6,2009,8,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-09,1.1042,942.43,10547.900391,952.5,0.65,6,2009,9,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-10,1.11,939.15,10598.0,961.25,0.64,6,2009,10,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-11,1.0977,944.89,10714.099609,953.0,0.63,6,2009,11,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-12,1.117,946.21,10645.0,950.0,0.62,6,2009,12,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-15,1.1338,923.72,10394.799805,932.0,0.61,6,2009,15,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-16,1.1325,911.97,10307.400391,936.75,0.61,6,2009,16,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-17,1.1371,910.71,10066.099609,933.75,0.61,6,2009,17,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-18,1.1273,918.37,10121.5,936.75,0.61,6,2009,18,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-19,1.1287,921.23,10288.0,933.75,0.61,6,2009,19,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-22,1.1547,893.04,9834.200195,924.0,0.61,6,2009,22,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-23,1.1557,895.1,9896.700195,920.25,0.61,6,2009,23,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-24,1.1462,900.94,10100.900391,928.75,0.6,6,2009,24,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-25,1.1576,920.26,10355.900391,934.25,0.6,6,2009,25,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-26,1.1527,918.9,10389.799805,943.0,0.6,6,2009,26,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-29,1.158,927.23,10476.799805,939.75,0.6,6,2009,29,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-06-30,1.1626,919.32,10374.900391,941.0,0.6,6,2009,30,20096,491.81,0.56,89.30382,60.01126,66.48531,69.68,8.7,85.57224,1.202244
2009-07-01,1.1446,923.33,10374.900391,931.5,0.59,7,2009,1,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-02,1.16,896.42,10245.900391,936.0,0.58,7,2009,2,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-03,1.1625,896.42,10283.099609,932.5,0.56,7,2009,3,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-06,1.1608,898.72,10027.400391,921.5,0.55,7,2009,6,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-07,1.163,881.03,9844.400391,925.75,0.54,7,2009,7,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-08,1.165,879.56,9653.5,920.75,0.53,7,2009,8,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-09,1.1623,882.68,9773.900391,914.75,0.51,7,2009,9,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-10,1.1649,879.13,9747.099609,910.0,0.51,7,2009,10,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-13,1.1541,901.05,9891.900391,908.5,0.51,7,2009,13,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-14,1.1401,905.84,9986.200195,921.75,0.51,7,2009,14,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-15,1.1192,932.68,10215.5,930.0,0.51,7,2009,15,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-16,1.1172,940.74,10304.400391,935.25,0.51,7,2009,16,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-17,1.1168,940.38,10369.400391,934.5,0.5,7,2009,17,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-20,1.1065,951.13,10540.700195,952.25,0.51,7,2009,20,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-21,1.1077,954.58,10515.299805,947.75,0.5,7,2009,21,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-22,1.098,954.07,10432.400391,945.5,0.5,7,2009,22,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-23,1.0867,976.29,10675.700195,955.25,0.5,7,2009,23,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-24,1.0843,979.26,10687.900391,949.75,0.5,7,2009,24,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-27,1.0833,982.18,10757.400391,956.0,0.5,7,2009,27,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-28,1.0802,979.62,10570.5,955.0,0.49,7,2009,28,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-29,1.0881,975.15,10455.299805,935.5,0.49,7,2009,29,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-30,1.0814,986.75,10676.700195,932.0,0.48,7,2009,30,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-07-31,1.0791,987.48,10787.200195,936.5,0.48,7,2009,31,20097,462.75,0.3836364,88.77034,61.02114,66.78483,64.09,8.7,86.62152,1.202244
2009-08-03,1.065,1002.63,10787.200195,954.25,0.47,8,2009,3,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-04,1.0685,1005.65,11018.099609,953.5,0.47,8,2009,4,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-05,1.0722,1002.72,11046.900391,964.5,0.47,8,2009,5,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-06,1.076,997.08,10793.400391,960.75,0.46,8,2009,6,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-07,1.0838,1010.48,10885.299805,960.5,0.46,8,2009,7,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-10,1.0848,1007.1,10793.700195,953.5,0.46,8,2009,10,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-11,1.0987,994.35,10629.5,946.0,0.45,8,2009,11,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-12,1.0875,1005.81,10659.900391,943.5,0.45,8,2009,12,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-13,1.0881,1012.73,10825.599609,956.0,0.44,8,2009,13,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-14,1.0973,1004.09,10848.0,957.5,0.43,8,2009,14,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-17,1.1077,979.73,10531.599609,937.5,0.43,8,2009,17,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-18,1.1097,989.67,10673.799805,938.25,0.43,8,2009,18,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-19,1.0968,996.46,10686.799805,934.25,0.42,8,2009,19,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-20,1.0902,1007.37,10700.5,943.5,0.41,8,2009,20,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-21,1.0799,1026.13,10831.200195,941.5,0.39,8,2009,21,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-24,1.074,1025.57,10790.0,953.75,0.39,8,2009,24,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-25,1.0727,1028.0,10920.5,947.5,0.38,8,2009,25,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-26,1.0988,1028.12,10912.200195,949.5,0.37,8,2009,26,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-27,1.0961,1030.98,10934.0,943.5,0.36,8,2009,27,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-28,1.0875,1028.93,10978.0,950.75,0.35,8,2009,28,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-08-31,1.0967,1020.62,10868.200195,950.75,0.35,8,2009,31,20098,484.47,0.4205,89.19712,62.00157,66.80964,71.06,8.6,87.4472,1.202244
2009-09-01,1.1028,998.04,10689.799805,949.75,0.33,9,2009,1,20099,466.86,0.3980953,88.77034,62.46537,67.08497,69.46,8.4,88.35747,1.202244
