Date,Open,High,Low,Close
05/03/2012,"0.46585%","0.46585%","0.46585%","0.46585%"
05/02/2012,"0.46585%","0.46585%","0.46585%","0.46585%"
05/01/2012,"0.46585%","0.46585%","0.46585%","0.46585%"
04/30/2012,"0.46585%","0.46585%","0.46585%","0.46585%"
04/27/2012,"0.46585%","0.46585%","0.46585%","0.46585%"
04/26/2012,"0.46585%","0.46585%","0.46585%","0.46585%"
04/25/2012,"0.46585%","0.46585%","0.46585%","0.46585%"
04/24/2012,"0.46585%","0.46585%","0.46585%","0.46585%"
04/23/2012,"0.46565%","0.46565%","0.46565%","0.46565%"
04/20/2012,"0.46565%","0.46565%","0.46565%","0.46565%"
04/19/2012,"0.46565%","0.46565%","0.46565%","0.46565%"
04/18/2012,"0.46565%","0.46565%","0.46565%","0.46565%"
04/17/2012,"0.46565%","0.46565%","0.46565%","0.46565%"
04/16/2012,"0.46565%","0.46565%","0.46565%","0.46565%"
04/13/2012,"0.46615%","0.46615%","0.46615%","0.46615%"
04/12/2012,"0.46665%","0.46665%","0.46665%","0.46665%"
04/11/2012,"0.46865%","0.46865%","0.46865%","0.46865%"
04/10/2012,"0.46915%","0.46915%","0.46915%","0.46915%"
04/05/2012,"0.46915%","0.46915%","0.46915%","0.46915%"
04/04/2012,"0.46915%","0.46915%","0.46915%","0.46915%"
04/03/2012,"0.46915%","0.46915%","0.46915%","0.46915%"
04/02/2012,"0.46815%","0.46815%","0.46815%","0.46815%"
03/30/2012,"0.46815%","0.46815%","0.46815%","0.46815%"
03/29/2012,"0.46815%","0.46815%","0.46815%","0.46815%"
03/28/2012,"0.46965%","0.46965%","0.46965%","0.46965%"
03/27/2012,"0.47065%","0.47065%","0.47065%","0.47065%"
03/26/2012,"0.47265%","0.47265%","0.47265%","0.47265%"
03/23/2012,"0.47315%","0.47315%","0.47315%","0.47315%"
03/22/2012,"0.47365%","0.47365%","0.47365%","0.47365%"
03/21/2012,"0.47415%","0.47415%","0.47415%","0.47415%"
03/20/2012,"0.47415%","0.47415%","0.47415%","0.47415%"
03/19/2012,"0.47365%","0.47365%","0.47365%","0.47365%"
03/16/2012,"0.47365%","0.47365%","0.47365%","0.47365%"
03/15/2012,"0.47365%","0.47365%","0.47365%","0.47365%"
03/14/2012,"0.47365%","0.47365%","0.47365%","0.47365%"
03/13/2012,"0.47365%","0.47365%","0.47365%","0.47365%"
03/12/2012,"0.47355%","0.47355%","0.47355%","0.47355%"
03/09/2012,"0.47355%","0.47355%","0.47355%","0.47355%"
03/08/2012,"0.47355%","0.47355%","0.47355%","0.47355%"
03/07/2012,"0.47455%","0.47455%","0.47455%","0.47455%"
03/06/2012,"0.47455%","0.47455%","0.47455%","0.47455%"
03/05/2012,"0.47455%","0.47455%","0.47455%","0.47455%"
03/02/2012,"0.47575%","0.47575%","0.47575%","0.47575%"
03/01/2012,"0.47970%","0.47970%","0.47970%","0.47970%"
02/29/2012,"0.48425%","0.48425%","0.48425%","0.48425%"
02/28/2012,"0.48750%","0.48750%","0.48750%","0.48750%"
02/27/2012,"0.48910%","0.48910%","0.48910%","0.48910%"
02/24/2012,"0.49060%","0.49060%","0.49060%","0.49060%"
02/23/2012,"0.49060%","0.49060%","0.49060%","0.49060%"
02/22/2012,"0.49160%","0.49160%","0.49160%","0.49160%"
02/21/2012,"0.49260%","0.49260%","0.49260%","0.49260%"
02/20/2012,"0.49310%","0.49310%","0.49310%","0.49310%"
02/17/2012,"0.49310%","0.49310%","0.49310%","0.49310%"
02/16/2012,"0.49310%","0.49310%","0.49310%","0.49310%"
02/15/2012,"0.49510%","0.49510%","0.49510%","0.49510%"
02/14/2012,"0.49760%","0.49760%","0.49760%","0.49760%"
02/13/2012,"0.50260%","0.50260%","0.50260%","0.50260%"
02/10/2012,"0.50600%","0.50600%","0.50600%","0.50600%"
02/09/2012,"0.51000%","0.51000%","0.51000%","0.51000%"
02/08/2012,"0.51325%","0.51325%","0.51325%","0.51325%"
02/07/2012,"0.52000%","0.52000%","0.52000%","0.52000%"
02/06/2012,"0.52325%","0.52325%","0.52325%","0.52325%"
02/03/2012,"0.52700%","0.52700%","0.52700%","0.52700%"
02/02/2012,"0.53060%","0.53060%","0.53060%","0.53060%"
02/01/2012,"0.53710%","0.53710%","0.53710%","0.53710%"
01/31/2012,"0.54235%","0.54235%","0.54235%","0.54235%"
01/30/2012,"0.54685%","0.54685%","0.54685%","0.54685%"
01/27/2012,"0.55110%","0.55110%","0.55110%","0.55110%"
01/26/2012,"0.55310%","0.55310%","0.55310%","0.55310%"
01/25/2012,"0.55660%","0.55660%","0.55660%","0.55660%"
01/24/2012,"0.55910%","0.55910%","0.55910%","0.55910%"
01/23/2012,"0.56010%","0.56010%","0.56010%","0.56010%"
01/20/2012,"0.56110%","0.56110%","0.56110%","0.56110%"
01/19/2012,"0.56120%","0.56120%","0.56120%","0.56120%"
01/18/2012,"0.56120%","0.56120%","0.56120%","0.56120%"
01/17/2012,"0.56230%","0.56230%","0.56230%","0.56230%"
01/16/2012,"0.56490%","0.56490%","0.56490%","0.56490%"
01/13/2012,"0.56700%","0.56700%","0.56700%","0.56700%"
01/12/2012,"0.57150%","0.57150%","0.57150%","0.57150%"
01/11/2012,"0.57650%","0.57650%","0.57650%","0.57650%"
01/10/2012,"0.57950%","0.57950%","0.57950%","0.57950%"
01/09/2012,"0.58050%","0.58050%","0.58050%","0.58050%"
01/06/2012,"0.58150%","0.58150%","0.58150%","0.58150%"
01/05/2012,"0.58250%","0.58250%","0.58250%","0.58250%"
01/04/2012,"0.58250%","0.58250%","0.58250%","0.58250%"
01/03/2012,"0.58250%","0.58250%","0.58250%","0.58250%"
