Date,Open,High,Low,Close
10/22/2015,"0.31990%","0.31990%","0.31990%","0.31990%"
10/21/2015,"0.31640%","0.31640%","0.31640%","0.31640%"
10/20/2015,"0.32040%","0.32040%","0.32040%","0.32040%"
10/19/2015,"0.31665%","0.31665%","0.31665%","0.31665%"
10/16/2015,"0.31715%","0.31715%","0.31715%","0.31715%"
10/15/2015,"0.31515%","0.31515%","0.31515%","0.31515%"
10/14/2015,"0.31705%","0.31705%","0.31705%","0.31705%"
10/13/2015,"0.32050%","0.32050%","0.32050%","0.32050%"
10/12/2015,"0.32075%","0.32075%","0.32075%","0.32075%"
10/09/2015,"0.32060%","0.32060%","0.32060%","0.32060%"
10/08/2015,"0.31960%","0.31960%","0.31960%","0.31960%"
10/07/2015,"0.31860%","0.31860%","0.31860%","0.31860%"
10/06/2015,"0.31800%","0.31800%","0.31800%","0.31800%"
10/05/2015,"0.32320%","0.32320%","0.32320%","0.32320%"
10/02/2015,"0.32710%","0.32710%","0.32710%","0.32710%"
10/01/2015,"0.32400%","0.32400%","0.32400%","0.32400%"
09/30/2015,"0.32500%","0.32500%","0.32500%","0.32500%"
09/29/2015,"0.32550%","0.32550%","0.32550%","0.32550%"
09/28/2015,"0.32660%","0.32660%","0.32660%","0.32660%"
09/25/2015,"0.32610%","0.32610%","0.32610%","0.32610%"
09/24/2015,"0.32640%","0.32640%","0.32640%","0.32640%"
09/23/2015,"0.32550%","0.32550%","0.32550%","0.32550%"
09/22/2015,"0.32650%","0.32650%","0.32650%","0.32650%"
09/21/2015,"0.32600%","0.32600%","0.32600%","0.32600%"
09/18/2015,"0.31920%","0.31920%","0.31920%","0.31920%"
09/17/2015,"0.34510%","0.34510%","0.34510%","0.34510%"
09/16/2015,"0.33960%","0.33960%","0.33960%","0.33960%"
09/15/2015,"0.33425%","0.33425%","0.33425%","0.33425%"
09/14/2015,"0.33550%","0.33550%","0.33550%","0.33550%"
09/11/2015,"0.33720%","0.33720%","0.33720%","0.33720%"
09/10/2015,"0.33600%","0.33600%","0.33600%","0.33600%"
09/09/2015,"0.33300%","0.33300%","0.33300%","0.33300%"
09/08/2015,"0.33200%","0.33200%","0.33200%","0.33200%"
09/07/2015,"0.33300%","0.33300%","0.33300%","0.33300%"
09/04/2015,"0.33200%","0.33200%","0.33200%","0.33200%"
09/03/2015,"0.33350%","0.33350%","0.33350%","0.33350%"
09/02/2015,"0.33250%","0.33250%","0.33250%","0.33250%"
09/01/2015,"0.33400%","0.33400%","0.33400%","0.33400%"
08/28/2015,"0.32900%","0.32900%","0.32900%","0.32900%"
08/27/2015,"0.32440%","0.32440%","0.32440%","0.32440%"
08/26/2015,"0.32520%","0.32520%","0.32520%","0.32520%"
08/25/2015,"0.32700%","0.32700%","0.32700%","0.32700%"
08/24/2015,"0.33160%","0.33160%","0.33160%","0.33160%"
08/21/2015,"0.32910%","0.32910%","0.32910%","0.32910%"
08/20/2015,"0.32910%","0.32910%","0.32910%","0.32910%"
08/19/2015,"0.33335%","0.33335%","0.33335%","0.33335%"
08/18/2015,"0.33285%","0.33285%","0.33285%","0.33285%"
08/17/2015,"0.33285%","0.33285%","0.33285%","0.33285%"
08/14/2015,"0.32445%","0.32445%","0.32445%","0.32445%"
08/13/2015,"0.32050%","0.32050%","0.32050%","0.32050%"
08/12/2015,"0.30930%","0.30930%","0.30930%","0.30930%"
08/11/2015,"0.31435%","0.31435%","0.31435%","0.31435%"
08/10/2015,"0.31420%","0.31420%","0.31420%","0.31420%"
08/07/2015,"0.31160%","0.31160%","0.31160%","0.31160%"
08/06/2015,"0.31140%","0.31140%","0.31140%","0.31140%"
08/05/2015,"0.31090%","0.31090%","0.31090%","0.31090%"
08/04/2015,"0.30110%","0.30110%","0.30110%","0.30110%"
08/03/2015,"0.30370%","0.30370%","0.30370%","0.30370%"
07/31/2015,"0.30860%","0.30860%","0.30860%","0.30860%"
07/30/2015,"0.30010%","0.30010%","0.30010%","0.30010%"
07/29/2015,"0.29680%","0.29680%","0.29680%","0.29680%"
07/28/2015,"0.29680%","0.29680%","0.29680%","0.29680%"
07/27/2015,"0.29410%","0.29410%","0.29410%","0.29410%"
07/24/2015,"0.29360%","0.29360%","0.29360%","0.29360%"
07/23/2015,"0.29510%","0.29510%","0.29510%","0.29510%"
07/22/2015,"0.29250%","0.29250%","0.29250%","0.29250%"
07/21/2015,"0.29410%","0.29410%","0.29410%","0.29410%"
07/20/2015,"0.29500%","0.29500%","0.29500%","0.29500%"
07/17/2015,"0.29175%","0.29175%","0.29175%","0.29175%"
07/16/2015,"0.28700%","0.28700%","0.28700%","0.28700%"
07/15/2015,"0.28850%","0.28850%","0.28850%","0.28850%"
07/14/2015,"0.28850%","0.28850%","0.28850%","0.28850%"
07/13/2015,"0.28880%","0.28880%","0.28880%","0.28880%"
07/10/2015,"0.28580%","0.28580%","0.28580%","0.28580%"
07/09/2015,"0.28600%","0.28600%","0.28600%","0.28600%"
07/08/2015,"0.28345%","0.28345%","0.28345%","0.28345%"
07/07/2015,"0.28325%","0.28325%","0.28325%","0.28325%"
07/06/2015,"0.28425%","0.28425%","0.28425%","0.28425%"
07/03/2015,"0.28430%","0.28430%","0.28430%","0.28430%"
07/02/2015,"0.28350%","0.28350%","0.28350%","0.28350%"
07/01/2015,"0.28360%","0.28360%","0.28360%","0.28360%"
06/30/2015,"0.28320%","0.28320%","0.28320%","0.28320%"
06/29/2015,"0.28370%","0.28370%","0.28370%","0.28370%"
06/26/2015,"0.28175%","0.28175%","0.28175%","0.28175%"
06/25/2015,"0.28200%","0.28200%","0.28200%","0.28200%"
06/24/2015,"0.28075%","0.28075%","0.28075%","0.28075%"
06/23/2015,"0.28075%","0.28075%","0.28075%","0.28075%"
06/22/2015,"0.28225%","0.28225%","0.28225%","0.28225%"
06/19/2015,"0.28130%","0.28130%","0.28130%","0.28130%"
06/18/2015,"0.28080%","0.28080%","0.28080%","0.28080%"
06/17/2015,"0.28570%","0.28570%","0.28570%","0.28570%"
06/16/2015,"0.28625%","0.28625%","0.28625%","0.28625%"
06/15/2015,"0.28325%","0.28325%","0.28325%","0.28325%"
06/12/2015,"0.28605%","0.28605%","0.28605%","0.28605%"
06/11/2015,"0.28585%","0.28585%","0.28585%","0.28585%"
06/10/2015,"0.28785%","0.28785%","0.28785%","0.28785%"
06/09/2015,"0.28550%","0.28550%","0.28550%","0.28550%"
06/08/2015,"0.28220%","0.28220%","0.28220%","0.28220%"
06/05/2015,"0.28120%","0.28120%","0.28120%","0.28120%"
06/04/2015,"0.27890%","0.27890%","0.27890%","0.27890%"
06/03/2015,"0.27920%","0.27920%","0.27920%","0.27920%"
06/02/2015,"0.27870%","0.27870%","0.27870%","0.27870%"
06/01/2015,"0.28250%","0.28250%","0.28250%","0.28250%"
05/29/2015,"0.28375%","0.28375%","0.28375%","0.28375%"
05/28/2015,"0.28275%","0.28275%","0.28275%","0.28275%"
05/27/2015,"0.28350%","0.28350%","0.28350%","0.28350%"
05/26/2015,"0.28585%","0.28585%","0.28585%","0.28585%"
05/22/2015,"0.28450%","0.28450%","0.28450%","0.28450%"
05/21/2015,"0.28200%","0.28200%","0.28200%","0.28200%"
05/20/2015,"0.28350%","0.28350%","0.28350%","0.28350%"
05/19/2015,"0.28100%","0.28100%","0.28100%","0.28100%"
05/18/2015,"0.27600%","0.27600%","0.27600%","0.27600%"
05/15/2015,"0.27650%","0.27650%","0.27650%","0.27650%"
05/14/2015,"0.27600%","0.27600%","0.27600%","0.27600%"
05/13/2015,"0.27390%","0.27390%","0.27390%","0.27390%"
05/12/2015,"0.27500%","0.27500%","0.27500%","0.27500%"
05/11/2015,"0.27660%","0.27660%","0.27660%","0.27660%"
05/08/2015,"0.27985%","0.27985%","0.27985%","0.27985%"
05/07/2015,"0.27885%","0.27885%","0.27885%","0.27885%"
05/06/2015,"0.27600%","0.27600%","0.27600%","0.27600%"
05/05/2015,"0.27590%","0.27590%","0.27590%","0.27590%"
05/01/2015,"0.27975%","0.27975%","0.27975%","0.27975%"
04/30/2015,"0.27875%","0.27875%","0.27875%","0.27875%"
04/29/2015,"0.27815%","0.27815%","0.27815%","0.27815%"
04/28/2015,"0.27815%","0.27815%","0.27815%","0.27815%"
04/27/2015,"0.27900%","0.27900%","0.27900%","0.27900%"
04/24/2015,"0.27900%","0.27900%","0.27900%","0.27900%"
04/23/2015,"0.27700%","0.27700%","0.27700%","0.27700%"
04/22/2015,"0.27750%","0.27750%","0.27750%","0.27750%"
04/21/2015,"0.27725%","0.27725%","0.27725%","0.27725%"
04/20/2015,"0.27600%","0.27600%","0.27600%","0.27600%"
04/17/2015,"0.27575%","0.27575%","0.27575%","0.27575%"
04/16/2015,"0.27510%","0.27510%","0.27510%","0.27510%"
04/15/2015,"0.27435%","0.27435%","0.27435%","0.27435%"
04/14/2015,"0.27555%","0.27555%","0.27555%","0.27555%"
04/13/2015,"0.27530%","0.27530%","0.27530%","0.27530%"
04/10/2015,"0.27700%","0.27700%","0.27700%","0.27700%"
04/09/2015,"0.27590%","0.27590%","0.27590%","0.27590%"
04/08/2015,"0.27120%","0.27120%","0.27120%","0.27120%"
04/07/2015,"0.27375%","0.27375%","0.27375%","0.27375%"
04/02/2015,"0.27375%","0.27375%","0.27375%","0.27375%"
04/01/2015,"0.27075%","0.27075%","0.27075%","0.27075%"
03/31/2015,"0.27075%","0.27075%","0.27075%","0.27075%"
03/30/2015,"0.27415%","0.27415%","0.27415%","0.27415%"
03/27/2015,"0.27540%","0.27540%","0.27540%","0.27540%"
03/26/2015,"0.27305%","0.27305%","0.27305%","0.27305%"
03/25/2015,"0.26855%","0.26855%","0.26855%","0.26855%"
03/24/2015,"0.26935%","0.26935%","0.26935%","0.26935%"
03/23/2015,"0.26680%","0.26680%","0.26680%","0.26680%"
03/20/2015,"0.26680%","0.26680%","0.26680%","0.26680%"
03/19/2015,"0.26455%","0.26455%","0.26455%","0.26455%"
03/18/2015,"0.27030%","0.27030%","0.27030%","0.27030%"
03/17/2015,"0.26935%","0.26935%","0.26935%","0.26935%"
03/16/2015,"0.27015%","0.27015%","0.27015%","0.27015%"
03/13/2015,"0.27065%","0.27065%","0.27065%","0.27065%"
03/12/2015,"0.27060%","0.27060%","0.27060%","0.27060%"
03/11/2015,"0.26990%","0.26990%","0.26990%","0.26990%"
03/10/2015,"0.26770%","0.26770%","0.26770%","0.26770%"
03/09/2015,"0.26660%","0.26660%","0.26660%","0.26660%"
03/06/2015,"0.26460%","0.26460%","0.26460%","0.26460%"
03/05/2015,"0.26360%","0.26360%","0.26360%","0.26360%"
03/04/2015,"0.26360%","0.26360%","0.26360%","0.26360%"
03/03/2015,"0.26515%","0.26515%","0.26515%","0.26515%"
03/02/2015,"0.26095%","0.26095%","0.26095%","0.26095%"
02/27/2015,"0.26185%","0.26185%","0.26185%","0.26185%"
02/26/2015,"0.26160%","0.26160%","0.26160%","0.26160%"
02/25/2015,"0.26090%","0.26090%","0.26090%","0.26090%"
02/24/2015,"0.26110%","0.26110%","0.26110%","0.26110%"
02/23/2015,"0.26160%","0.26160%","0.26160%","0.26160%"
02/20/2015,"0.26260%","0.26260%","0.26260%","0.26260%"
02/19/2015,"0.26150%","0.26150%","0.26150%","0.26150%"
02/18/2015,"0.26060%","0.26060%","0.26060%","0.26060%"
02/17/2015,"0.25670%","0.25670%","0.25670%","0.25670%"
02/16/2015,"0.25620%","0.25620%","0.25620%","0.25620%"
02/13/2015,"0.25710%","0.25710%","0.25710%","0.25710%"
02/12/2015,"0.25810%","0.25810%","0.25810%","0.25810%"
02/11/2015,"0.25810%","0.25810%","0.25810%","0.25810%"
02/10/2015,"0.25810%","0.25810%","0.25810%","0.25810%"
02/09/2015,"0.25835%","0.25835%","0.25835%","0.25835%"
02/06/2015,"0.25560%","0.25560%","0.25560%","0.25560%"
02/05/2015,"0.25610%","0.25610%","0.25610%","0.25610%"
02/04/2015,"0.25510%","0.25510%","0.25510%","0.25510%"
02/03/2015,"0.25510%","0.25510%","0.25510%","0.25510%"
02/02/2015,"0.25210%","0.25210%","0.25210%","0.25210%"
01/30/2015,"0.25310%","0.25310%","0.25310%","0.25310%"
01/29/2015,"0.25460%","0.25460%","0.25460%","0.25460%"
01/28/2015,"0.25460%","0.25460%","0.25460%","0.25460%"
01/27/2015,"0.25260%","0.25260%","0.25260%","0.25260%"
01/26/2015,"0.25610%","0.25610%","0.25610%","0.25610%"
01/23/2015,"0.25610%","0.25610%","0.25610%","0.25610%"
01/22/2015,"0.25610%","0.25610%","0.25610%","0.25610%"
01/21/2015,"0.25710%","0.25710%","0.25710%","0.25710%"
01/20/2015,"0.25670%","0.25670%","0.25670%","0.25670%"
01/19/2015,"0.25620%","0.25620%","0.25620%","0.25620%"
01/16/2015,"0.25660%","0.25660%","0.25660%","0.25660%"
01/15/2015,"0.25260%","0.25260%","0.25260%","0.25260%"
01/14/2015,"0.25360%","0.25360%","0.25360%","0.25360%"
01/13/2015,"0.25330%","0.25330%","0.25330%","0.25330%"
01/12/2015,"0.25280%","0.25280%","0.25280%","0.25280%"
01/09/2015,"0.25410%","0.25410%","0.25410%","0.25410%"
01/08/2015,"0.25210%","0.25210%","0.25210%","0.25210%"
01/07/2015,"0.25210%","0.25210%","0.25210%","0.25210%"
01/06/2015,"0.25110%","0.25110%","0.25110%","0.25110%"
01/05/2015,"0.25360%","0.25360%","0.25360%","0.25360%"
01/02/2015,"0.25560%","0.25560%","0.25560%","0.25560%"
