Date,Open,High,Low,Close
06/18/2018,"2.32469%","2.32469%","2.32469%","2.32469%"
06/15/2018,"2.32594%","2.32594%","2.32594%","2.32594%"
06/14/2018,"2.33469%","2.33469%","2.33469%","2.33469%"
06/13/2018,"2.34063%","2.34063%","2.34063%","2.34063%"
06/12/2018,"2.33563%","2.33563%","2.33563%","2.33563%"
06/11/2018,"2.33263%","2.33263%","2.33263%","2.33263%"
06/10/2018,"2.32631%","2.32631%","2.32631%","2.32631%"
06/08/2018,"2.32631%","2.32631%","2.32631%","2.32631%"
06/07/2018,"2.32713%","2.32713%","2.32713%","2.32713%"
06/06/2018,"2.32088%","2.32088%","2.32088%","2.32088%"
06/05/2018,"2.31919%","2.31919%","2.31919%","2.31919%"
06/04/2018,"2.31381%","2.31381%","2.31381%","2.31381%"
06/01/2018,"2.31781%","2.31781%","2.31781%","2.31781%"
05/31/2018,"2.32125%","2.32125%","2.32125%","2.32125%"
05/30/2018,"2.30031%","2.30031%","2.30031%","2.30031%"
05/29/2018,"2.30719%","2.30719%","2.30719%","2.30719%"
05/27/2018,"2.31813%","2.31813%","2.31813%","2.31813%"
05/25/2018,"2.31813%","2.31813%","2.31813%","2.31813%"
05/24/2018,"2.31938%","2.31938%","2.31938%","2.31938%"
05/23/2018,"2.33000%","2.33000%","2.33000%","2.33000%"
05/22/2018,"2.33000%","2.33000%","2.33000%","2.33000%"
05/21/2018,"2.33000%","2.33000%","2.33000%","2.33000%"
05/18/2018,"2.32938%","2.32938%","2.32938%","2.32938%"
05/17/2018,"2.33125%","2.33125%","2.33125%","2.33125%"
05/16/2018,"2.32563%","2.32563%","2.32563%","2.32563%"
05/15/2018,"2.32063%","2.32063%","2.32063%","2.32063%"
05/14/2018,"2.33000%","2.33000%","2.33000%","2.33000%"
05/13/2018,"2.34250%","2.34250%","2.34250%","2.34250%"
05/11/2018,"2.34250%","2.34250%","2.34250%","2.34250%"
05/10/2018,"2.35500%","2.35500%","2.35500%","2.35500%"
05/09/2018,"2.35575%","2.35575%","2.35575%","2.35575%"
05/08/2018,"2.35250%","2.35250%","2.35250%","2.35250%"
05/07/2018,"2.36906%","2.36906%","2.36906%","2.36906%"
05/06/2018,"2.36906%","2.36906%","2.36906%","2.36906%"
05/04/2018,"2.36906%","2.36906%","2.36906%","2.36906%"
05/03/2018,"2.36313%","2.36313%","2.36313%","2.36313%"
05/02/2018,"2.36294%","2.36294%","2.36294%","2.36294%"
05/01/2018,"2.35375%","2.35375%","2.35375%","2.35375%"
04/30/2018,"2.36294%","2.36294%","2.36294%","2.36294%"
04/29/2018,"2.35805%","2.35805%","2.35805%","2.35805%"
04/27/2018,"2.35805%","2.35805%","2.35805%","2.35805%"
04/26/2018,"2.35878%","2.35878%","2.35878%","2.35878%"
04/25/2018,"2.36561%","2.36561%","2.36561%","2.36561%"
04/24/2018,"2.36167%","2.36167%","2.36167%","2.36167%"
04/23/2018,"2.35954%","2.35954%","2.35954%","2.35954%"
04/20/2018,"2.35923%","2.35923%","2.35923%","2.35923%"
04/19/2018,"2.36156%","2.36156%","2.36156%","2.36156%"
04/18/2018,"2.35866%","2.35866%","2.35866%","2.35866%"
04/17/2018,"2.35539%","2.35539%","2.35539%","2.35539%"
04/16/2018,"2.35509%","2.35509%","2.35509%","2.35509%"
04/15/2018,"2.35281%","2.35281%","2.35281%","2.35281%"
04/13/2018,"2.35281%","2.35281%","2.35281%","2.35281%"
04/12/2018,"2.34769%","2.34769%","2.34769%","2.34769%"
04/11/2018,"2.34163%","2.34163%","2.34163%","2.34163%"
04/10/2018,"2.33903%","2.33903%","2.33903%","2.33903%"
04/09/2018,"2.33730%","2.33730%","2.33730%","2.33730%"
04/06/2018,"2.33746%","2.33746%","2.33746%","2.33746%"
04/05/2018,"2.33063%","2.33063%","2.33063%","2.33063%"
04/04/2018,"2.32461%","2.32461%","2.32461%","2.32461%"
04/03/2018,"2.32084%","2.32084%","2.32084%","2.32084%"
03/29/2018,"2.31175%","2.31175%","2.31175%","2.31175%"
03/28/2018,"2.30800%","2.30800%","2.30800%","2.30800%"
03/27/2018,"2.30200%","2.30200%","2.30200%","2.30200%"
03/26/2018,"2.29496%","2.29496%","2.29496%","2.29496%"
03/23/2018,"2.29155%","2.29155%","2.29155%","2.29155%"
03/22/2018,"2.28557%","2.28557%","2.28557%","2.28557%"
03/21/2018,"2.27108%","2.27108%","2.27108%","2.27108%"
03/20/2018,"2.24814%","2.24814%","2.24814%","2.24814%"
03/19/2018,"2.22249%","2.22249%","2.22249%","2.22249%"
03/18/2018,"2.20175%","2.20175%","2.20175%","2.20175%"
03/16/2018,"2.20175%","2.20175%","2.20175%","2.20175%"
03/15/2018,"2.17750%","2.17750%","2.17750%","2.17750%"
03/14/2018,"2.14500%","2.14500%","2.14500%","2.14500%"
03/13/2018,"2.12450%","2.12450%","2.12450%","2.12450%"
03/12/2018,"2.10688%","2.10688%","2.10688%","2.10688%"
03/09/2018,"2.08875%","2.08875%","2.08875%","2.08875%"
03/08/2018,"2.07140%","2.07140%","2.07140%","2.07140%"
03/07/2018,"2.05725%","2.05725%","2.05725%","2.05725%"
03/06/2018,"2.04728%","2.04728%","2.04728%","2.04728%"
03/05/2018,"2.03490%","2.03490%","2.03490%","2.03490%"
03/04/2018,"2.02519%","2.02519%","2.02519%","2.02519%"
03/02/2018,"2.02519%","2.02519%","2.02519%","2.02519%"
03/01/2018,"2.02457%","2.02457%","2.02457%","2.02457%"
02/28/2018,"2.01719%","2.01719%","2.01719%","2.01719%"
02/27/2018,"2.00625%","2.00625%","2.00625%","2.00625%"
02/26/2018,"1.98419%","1.98419%","1.98419%","1.98419%"
02/23/2018,"1.95625%","1.95625%","1.95625%","1.95625%"
02/22/2018,"1.94363%","1.94363%","1.94363%","1.94363%"
02/21/2018,"1.91975%","1.91975%","1.91975%","1.91975%"
02/20/2018,"1.90394%","1.90394%","1.90394%","1.90394%"
02/19/2018,"1.89213%","1.89213%","1.89213%","1.89213%"
02/18/2018,"1.88494%","1.88494%","1.88494%","1.88494%"
02/16/2018,"1.88494%","1.88494%","1.88494%","1.88494%"
02/15/2018,"1.87250%","1.87250%","1.87250%","1.87250%"
02/14/2018,"1.85000%","1.85000%","1.85000%","1.85000%"
02/13/2018,"1.83875%","1.83875%","1.83875%","1.83875%"
02/12/2018,"1.83338%","1.83338%","1.83338%","1.83338%"
02/09/2018,"1.82000%","1.82000%","1.82000%","1.82000%"
02/08/2018,"1.81050%","1.81050%","1.81050%","1.81050%"
02/07/2018,"1.79989%","1.79989%","1.79989%","1.79989%"
02/06/2018,"1.79070%","1.79070%","1.79070%","1.79070%"
02/05/2018,"1.79345%","1.79345%","1.79345%","1.79345%"
02/04/2018,"1.78902%","1.78902%","1.78902%","1.78902%"
02/02/2018,"1.78902%","1.78902%","1.78902%","1.78902%"
02/01/2018,"1.78698%","1.78698%","1.78698%","1.78698%"
01/31/2018,"1.77777%","1.77777%","1.77777%","1.77777%"
01/30/2018,"1.77340%","1.77340%","1.77340%","1.77340%"
01/29/2018,"1.77225%","1.77225%","1.77225%","1.77225%"
01/26/2018,"1.76690%","1.76690%","1.76690%","1.76690%"
01/25/2018,"1.76031%","1.76031%","1.76031%","1.76031%"
01/24/2018,"1.75246%","1.75246%","1.75246%","1.75246%"
01/23/2018,"1.74520%","1.74520%","1.74520%","1.74520%"
01/22/2018,"1.74130%","1.74130%","1.74130%","1.74130%"
01/21/2018,"1.74447%","1.74447%","1.74447%","1.74447%"
01/19/2018,"1.74447%","1.74447%","1.74447%","1.74447%"
01/18/2018,"1.74470%","1.74470%","1.74470%","1.74470%"
01/17/2018,"1.73918%","1.73918%","1.73918%","1.73918%"
01/16/2018,"1.73408%","1.73408%","1.73408%","1.73408%"
01/15/2018,"1.73133%","1.73133%","1.73133%","1.73133%"
01/12/2018,"1.72152%","1.72152%","1.72152%","1.72152%"
01/11/2018,"1.72019%","1.72019%","1.72019%","1.72019%"
01/10/2018,"1.70911%","1.70911%","1.70911%","1.70911%"
01/09/2018,"1.70457%","1.70457%","1.70457%","1.70457%"
01/08/2018,"1.70802%","1.70802%","1.70802%","1.70802%"
01/07/2018,"1.70393%","1.70393%","1.70393%","1.70393%"
01/05/2018,"1.70393%","1.70393%","1.70393%","1.70393%"
01/04/2018,"1.70381%","1.70381%","1.70381%","1.70381%"
01/03/2018,"1.69593%","1.69593%","1.69593%","1.69593%"
01/02/2018,"1.69693%","1.69693%","1.69693%","1.69693%"
