Date,Open,High,Low,Close
07/15/2016,"0.68785%","0.68785%","0.68785%","0.68785%"
07/14/2016,"0.67910%","0.67910%","0.67910%","0.67910%"
07/13/2016,"0.68010%","0.68010%","0.68010%","0.68010%"
07/12/2016,"0.67335%","0.67335%","0.67335%","0.67335%"
07/11/2016,"0.66910%","0.66910%","0.66910%","0.66910%"
07/08/2016,"0.66710%","0.66710%","0.66710%","0.66710%"
07/07/2016,"0.66460%","0.66460%","0.66460%","0.66460%"
07/06/2016,"0.66110%","0.66110%","0.66110%","0.66110%"
07/05/2016,"0.65710%","0.65710%","0.65710%","0.65710%"
07/04/2016,"0.65635%","0.65635%","0.65635%","0.65635%"
07/01/2016,"0.65335%","0.65335%","0.65335%","0.65335%"
06/30/2016,"0.65410%","0.65410%","0.65410%","0.65410%"
06/29/2016,"0.64610%","0.64610%","0.64610%","0.64610%"
06/28/2016,"0.63110%","0.63110%","0.63110%","0.63110%"
06/27/2016,"0.62710%","0.62710%","0.62710%","0.62710%"
06/26/2016,"0.62360%","0.62360%","0.62360%","0.62360%"
06/24/2016,"0.62360%","0.62360%","0.62360%","0.62360%"
06/23/2016,"0.64010%","0.64010%","0.64010%","0.64010%"
06/22/2016,"0.64010%","0.64010%","0.64010%","0.64010%"
06/21/2016,"0.64185%","0.64185%","0.64185%","0.64185%"
06/20/2016,"0.64650%","0.64650%","0.64650%","0.64650%"
06/17/2016,"0.64440%","0.64440%","0.64440%","0.64440%"
06/16/2016,"0.64660%","0.64660%","0.64660%","0.64660%"
06/15/2016,"0.65635%","0.65635%","0.65635%","0.65635%"
06/14/2016,"0.65480%","0.65480%","0.65480%","0.65480%"
06/13/2016,"0.65250%","0.65250%","0.65250%","0.65250%"
06/10/2016,"0.65560%","0.65560%","0.65560%","0.65560%"
06/09/2016,"0.65605%","0.65605%","0.65605%","0.65605%"
06/08/2016,"0.65800%","0.65800%","0.65800%","0.65800%"
06/07/2016,"0.65660%","0.65660%","0.65660%","0.65660%"
06/06/2016,"0.66065%","0.66065%","0.66065%","0.66065%"
06/03/2016,"0.68215%","0.68215%","0.68215%","0.68215%"
06/02/2016,"0.68010%","0.68010%","0.68010%","0.68010%"
06/01/2016,"0.68130%","0.68130%","0.68130%","0.68130%"
05/31/2016,"0.68580%","0.68580%","0.68580%","0.68580%"
05/27/2016,"0.67305%","0.67305%","0.67305%","0.67305%"
05/26/2016,"0.67405%","0.67405%","0.67405%","0.67405%"
05/25/2016,"0.66655%","0.66655%","0.66655%","0.66655%"
05/24/2016,"0.66530%","0.66530%","0.66530%","0.66530%"
05/23/2016,"0.66230%","0.66230%","0.66230%","0.66230%"
05/20/2016,"0.66130%","0.66130%","0.66130%","0.66130%"
05/19/2016,"0.65390%","0.65390%","0.65390%","0.65390%"
05/18/2016,"0.63560%","0.63560%","0.63560%","0.63560%"
05/17/2016,"0.62510%","0.62510%","0.62510%","0.62510%"
05/16/2016,"0.62610%","0.62610%","0.62610%","0.62610%"
05/13/2016,"0.62760%","0.62760%","0.62760%","0.62760%"
05/12/2016,"0.62610%","0.62610%","0.62610%","0.62610%"
05/11/2016,"0.62660%","0.62660%","0.62660%","0.62660%"
05/10/2016,"0.62810%","0.62810%","0.62810%","0.62810%"
05/09/2016,"0.62960%","0.62960%","0.62960%","0.62960%"
05/06/2016,"0.62960%","0.62960%","0.62960%","0.62960%"
05/05/2016,"0.63180%","0.63180%","0.63180%","0.63180%"
05/04/2016,"0.63410%","0.63410%","0.63410%","0.63410%"
05/03/2016,"0.63290%","0.63290%","0.63290%","0.63290%"
04/29/2016,"0.63660%","0.63660%","0.63660%","0.63660%"
04/28/2016,"0.63660%","0.63660%","0.63660%","0.63660%"
04/27/2016,"0.63835%","0.63835%","0.63835%","0.63835%"
04/26/2016,"0.63435%","0.63435%","0.63435%","0.63435%"
04/25/2016,"0.63385%","0.63385%","0.63385%","0.63385%"
04/22/2016,"0.63585%","0.63585%","0.63585%","0.63585%"
04/21/2016,"0.63810%","0.63810%","0.63810%","0.63810%"
04/20/2016,"0.63510%","0.63510%","0.63510%","0.63510%"
04/19/2016,"0.63485%","0.63485%","0.63485%","0.63485%"
04/18/2016,"0.63435%","0.63435%","0.63435%","0.63435%"
04/17/2016,"0.63310%","0.63310%","0.63310%","0.63310%"
04/15/2016,"0.63310%","0.63310%","0.63310%","0.63310%"
04/14/2016,"0.63285%","0.63285%","0.63285%","0.63285%"
04/13/2016,"0.62835%","0.62835%","0.62835%","0.62835%"
04/12/2016,"0.62960%","0.62960%","0.62960%","0.62960%"
04/11/2016,"0.62985%","0.62985%","0.62985%","0.62985%"
04/08/2016,"0.63080%","0.63080%","0.63080%","0.63080%"
04/07/2016,"0.62880%","0.62880%","0.62880%","0.62880%"
04/06/2016,"0.63060%","0.63060%","0.63060%","0.63060%"
04/05/2016,"0.62660%","0.62660%","0.62660%","0.62660%"
04/04/2016,"0.63010%","0.63010%","0.63010%","0.63010%"
04/01/2016,"0.62910%","0.62910%","0.62910%","0.62910%"
03/31/2016,"0.62860%","0.62860%","0.62860%","0.62860%"
03/30/2016,"0.62510%","0.62510%","0.62510%","0.62510%"
03/29/2016,"0.63085%","0.63085%","0.63085%","0.63085%"
03/24/2016,"0.62860%","0.62860%","0.62860%","0.62860%"
03/23/2016,"0.63010%","0.63010%","0.63010%","0.63010%"
03/22/2016,"0.62835%","0.62835%","0.62835%","0.62835%"
03/21/2016,"0.62460%","0.62460%","0.62460%","0.62460%"
03/18/2016,"0.62430%","0.62430%","0.62430%","0.62430%"
03/17/2016,"0.62340%","0.62340%","0.62340%","0.62340%"
03/16/2016,"0.63900%","0.63900%","0.63900%","0.63900%"
03/15/2016,"0.64195%","0.64195%","0.64195%","0.64195%"
03/14/2016,"0.63955%","0.63955%","0.63955%","0.63955%"
03/11/2016,"0.63385%","0.63385%","0.63385%","0.63385%"
03/10/2016,"0.63235%","0.63235%","0.63235%","0.63235%"
03/09/2016,"0.63460%","0.63460%","0.63460%","0.63460%"
03/08/2016,"0.63515%","0.63515%","0.63515%","0.63515%"
03/07/2016,"0.63610%","0.63610%","0.63610%","0.63610%"
03/04/2016,"0.63350%","0.63350%","0.63350%","0.63350%"
03/03/2016,"0.63560%","0.63560%","0.63560%","0.63560%"
03/02/2016,"0.63485%","0.63485%","0.63485%","0.63485%"
03/01/2016,"0.63160%","0.63160%","0.63160%","0.63160%"
02/29/2016,"0.63310%","0.63310%","0.63310%","0.63310%"
02/26/2016,"0.63510%","0.63510%","0.63510%","0.63510%"
02/25/2016,"0.63560%","0.63560%","0.63560%","0.63560%"
02/24/2016,"0.63460%","0.63460%","0.63460%","0.63460%"
02/23/2016,"0.62910%","0.62910%","0.62910%","0.62910%"
02/22/2016,"0.62460%","0.62460%","0.62460%","0.62460%"
02/19/2016,"0.61820%","0.61820%","0.61820%","0.61820%"
02/18/2016,"0.61820%","0.61820%","0.61820%","0.61820%"
02/17/2016,"0.61940%","0.61940%","0.61940%","0.61940%"
02/16/2016,"0.61820%","0.61820%","0.61820%","0.61820%"
02/15/2016,"0.61820%","0.61820%","0.61820%","0.61820%"
02/12/2016,"0.61820%","0.61820%","0.61820%","0.61820%"
02/11/2016,"0.61720%","0.61720%","0.61720%","0.61720%"
02/10/2016,"0.61760%","0.61760%","0.61760%","0.61760%"
02/09/2016,"0.62050%","0.62050%","0.62050%","0.62050%"
02/08/2016,"0.62100%","0.62100%","0.62100%","0.62100%"
02/05/2016,"0.61970%","0.61970%","0.61970%","0.61970%"
02/04/2016,"0.62020%","0.62020%","0.62020%","0.62020%"
02/03/2016,"0.62060%","0.62060%","0.62060%","0.62060%"
02/02/2016,"0.61920%","0.61920%","0.61920%","0.61920%"
02/01/2016,"0.61860%","0.61860%","0.61860%","0.61860%"
01/29/2016,"0.61260%","0.61260%","0.61260%","0.61260%"
01/28/2016,"0.61560%","0.61560%","0.61560%","0.61560%"
01/27/2016,"0.61810%","0.61810%","0.61810%","0.61810%"
01/26/2016,"0.62110%","0.62110%","0.62110%","0.62110%"
01/25/2016,"0.62130%","0.62130%","0.62130%","0.62130%"
01/22/2016,"0.61910%","0.61910%","0.61910%","0.61910%"
01/21/2016,"0.61860%","0.61860%","0.61860%","0.61860%"
01/20/2016,"0.62130%","0.62130%","0.62130%","0.62130%"
01/19/2016,"0.62430%","0.62430%","0.62430%","0.62430%"
01/18/2016,"0.62380%","0.62380%","0.62380%","0.62380%"
01/15/2016,"0.61960%","0.61960%","0.61960%","0.61960%"
01/14/2016,"0.62110%","0.62110%","0.62110%","0.62110%"
01/13/2016,"0.62200%","0.62200%","0.62200%","0.62200%"
01/12/2016,"0.62360%","0.62360%","0.62360%","0.62360%"
01/11/2016,"0.62210%","0.62210%","0.62210%","0.62210%"
01/08/2016,"0.62110%","0.62110%","0.62110%","0.62110%"
01/07/2016,"0.61685%","0.61685%","0.61685%","0.61685%"
01/06/2016,"0.62010%","0.62010%","0.62010%","0.62010%"
01/05/2016,"0.61710%","0.61710%","0.61710%","0.61710%"
01/04/2016,"0.61170%","0.61170%","0.61170%","0.61170%"
