Date,Open,High,Low,Close
07/25/2017,"1.31667%","1.31667%","1.31667%","1.31667%"
07/24/2017,"1.31389%","1.31389%","1.31389%","1.31389%"
07/23/2017,"1.31444%","1.31444%","1.31444%","1.31444%"
07/21/2017,"1.31444%","1.31444%","1.31444%","1.31444%"
07/20/2017,"1.31250%","1.31250%","1.31250%","1.31250%"
07/19/2017,"1.30722%","1.30722%","1.30722%","1.30722%"
07/18/2017,"1.30694%","1.30694%","1.30694%","1.30694%"
07/17/2017,"1.30611%","1.30611%","1.30611%","1.30611%"
07/14/2017,"1.30361%","1.30361%","1.30361%","1.30361%"
07/13/2017,"1.30361%","1.30361%","1.30361%","1.30361%"
07/12/2017,"1.30389%","1.30389%","1.30389%","1.30389%"
07/11/2017,"1.30350%","1.30350%","1.30350%","1.30350%"
07/10/2017,"1.30411%","1.30411%","1.30411%","1.30411%"
07/09/2017,"1.30522%","1.30522%","1.30522%","1.30522%"
07/07/2017,"1.30522%","1.30522%","1.30522%","1.30522%"
07/06/2017,"1.30411%","1.30411%","1.30411%","1.30411%"
07/05/2017,"1.30300%","1.30300%","1.30300%","1.30300%"
07/04/2017,"1.30211%","1.30211%","1.30211%","1.30211%"
07/03/2017,"1.30072%","1.30072%","1.30072%","1.30072%"
06/30/2017,"1.29917%","1.29917%","1.29917%","1.29917%"
06/29/2017,"1.29861%","1.29861%","1.29861%","1.29861%"
06/28/2017,"1.29639%","1.29639%","1.29639%","1.29639%"
06/27/2017,"1.29506%","1.29506%","1.29506%","1.29506%"
06/26/2017,"1.29483%","1.29483%","1.29483%","1.29483%"
06/25/2017,"1.29328%","1.29328%","1.29328%","1.29328%"
06/23/2017,"1.29328%","1.29328%","1.29328%","1.29328%"
06/22/2017,"1.29556%","1.29556%","1.29556%","1.29556%"
06/21/2017,"1.28944%","1.28944%","1.28944%","1.28944%"
06/20/2017,"1.28722%","1.28722%","1.28722%","1.28722%"
06/19/2017,"1.28022%","1.28022%","1.28022%","1.28022%"
06/16/2017,"1.27356%","1.27356%","1.27356%","1.27356%"
06/15/2017,"1.26744%","1.26744%","1.26744%","1.26744%"
06/14/2017,"1.25033%","1.25033%","1.25033%","1.25033%"
06/13/2017,"1.24556%","1.24556%","1.24556%","1.24556%"
06/12/2017,"1.24167%","1.24167%","1.24167%","1.24167%"
06/09/2017,"1.23644%","1.23644%","1.23644%","1.23644%"
06/08/2017,"1.22811%","1.22811%","1.22811%","1.22811%"
06/07/2017,"1.22100%","1.22100%","1.22100%","1.22100%"
06/06/2017,"1.21900%","1.21900%","1.21900%","1.21900%"
06/05/2017,"1.21956%","1.21956%","1.21956%","1.21956%"
06/02/2017,"1.22250%","1.22250%","1.22250%","1.22250%"
06/01/2017,"1.21806%","1.21806%","1.21806%","1.21806%"
05/31/2017,"1.21000%","1.21000%","1.21000%","1.21000%"
05/30/2017,"1.20178%","1.20178%","1.20178%","1.20178%"
05/26/2017,"1.20178%","1.20178%","1.20178%","1.20178%"
05/25/2017,"1.20039%","1.20039%","1.20039%","1.20039%"
05/24/2017,"1.19761%","1.19761%","1.19761%","1.19761%"
05/23/2017,"1.18867%","1.18867%","1.18867%","1.18867%"
05/22/2017,"1.19200%","1.19200%","1.19200%","1.19200%"
05/21/2017,"1.18644%","1.18644%","1.18644%","1.18644%"
05/19/2017,"1.18644%","1.18644%","1.18644%","1.18644%"
05/18/2017,"1.17172%","1.17172%","1.17172%","1.17172%"
05/17/2017,"1.17839%","1.17839%","1.17839%","1.17839%"
05/16/2017,"1.18117%","1.18117%","1.18117%","1.18117%"
05/15/2017,"1.17944%","1.17944%","1.17944%","1.17944%"
05/12/2017,"1.17956%","1.17956%","1.17956%","1.17956%"
05/11/2017,"1.18178%","1.18178%","1.18178%","1.18178%"
05/10/2017,"1.18094%","1.18094%","1.18094%","1.18094%"
05/09/2017,"1.18200%","1.18200%","1.18200%","1.18200%"
05/08/2017,"1.18456%","1.18456%","1.18456%","1.18456%"
05/05/2017,"1.18039%","1.18039%","1.18039%","1.18039%"
05/04/2017,"1.17928%","1.17928%","1.17928%","1.17928%"
05/03/2017,"1.17122%","1.17122%","1.17122%","1.17122%"
05/02/2017,"1.17372%","1.17372%","1.17372%","1.17372%"
04/28/2017,"1.17233%","1.17233%","1.17233%","1.17233%"
04/27/2017,"1.16956%","1.16956%","1.16956%","1.16956%"
04/26/2017,"1.17178%","1.17178%","1.17178%","1.17178%"
04/25/2017,"1.17039%","1.17039%","1.17039%","1.17039%"
04/24/2017,"1.16650%","1.16650%","1.16650%","1.16650%"
04/21/2017,"1.15622%","1.15622%","1.15622%","1.15622%"
04/20/2017,"1.15317%","1.15317%","1.15317%","1.15317%"
04/19/2017,"1.15567%","1.15567%","1.15567%","1.15567%"
04/18/2017,"1.15622%","1.15622%","1.15622%","1.15622%"
04/13/2017,"1.15844%","1.15844%","1.15844%","1.15844%"
04/12/2017,"1.15844%","1.15844%","1.15844%","1.15844%"
04/11/2017,"1.15511%","1.15511%","1.15511%","1.15511%"
04/10/2017,"1.15567%","1.15567%","1.15567%","1.15567%"
04/07/2017,"1.15761%","1.15761%","1.15761%","1.15761%"
04/06/2017,"1.15539%","1.15539%","1.15539%","1.15539%"
04/05/2017,"1.15039%","1.15039%","1.15039%","1.15039%"
04/04/2017,"1.14983%","1.14983%","1.14983%","1.14983%"
04/03/2017,"1.14983%","1.14983%","1.14983%","1.14983%"
03/31/2017,"1.14956%","1.14956%","1.14956%","1.14956%"
03/30/2017,"1.14761%","1.14761%","1.14761%","1.14761%"
03/29/2017,"1.14678%","1.14678%","1.14678%","1.14678%"
03/28/2017,"1.15222%","1.15222%","1.15222%","1.15222%"
03/27/2017,"1.15189%","1.15189%","1.15189%","1.15189%"
03/26/2017,"1.15128%","1.15128%","1.15128%","1.15128%"
03/24/2017,"1.15128%","1.15128%","1.15128%","1.15128%"
03/23/2017,"1.15289%","1.15289%","1.15289%","1.15289%"
03/22/2017,"1.15678%","1.15678%","1.15678%","1.15678%"
03/21/2017,"1.15622%","1.15622%","1.15622%","1.15622%"
03/20/2017,"1.15622%","1.15622%","1.15622%","1.15622%"
03/17/2017,"1.15178%","1.15178%","1.15178%","1.15178%"
03/16/2017,"1.15178%","1.15178%","1.15178%","1.15178%"
03/15/2017,"1.14817%","1.14817%","1.14817%","1.14817%"
03/14/2017,"1.13733%","1.13733%","1.13733%","1.13733%"
03/13/2017,"1.13122%","1.13122%","1.13122%","1.13122%"
03/10/2017,"1.12122%","1.12122%","1.12122%","1.12122%"
03/09/2017,"1.11956%","1.11956%","1.11956%","1.11956%"
03/08/2017,"1.10900%","1.10900%","1.10900%","1.10900%"
03/07/2017,"1.10622%","1.10622%","1.10622%","1.10622%"
03/06/2017,"1.10622%","1.10622%","1.10622%","1.10622%"
03/03/2017,"1.10167%","1.10167%","1.10167%","1.10167%"
03/02/2017,"1.10000%","1.10000%","1.10000%","1.10000%"
03/01/2017,"1.09278%","1.09278%","1.09278%","1.09278%"
02/28/2017,"1.06400%","1.06400%","1.06400%","1.06400%"
02/27/2017,"1.05456%","1.05456%","1.05456%","1.05456%"
02/24/2017,"1.05400%","1.05400%","1.05400%","1.05400%"
02/23/2017,"1.05233%","1.05233%","1.05233%","1.05233%"
02/22/2017,"1.05400%","1.05400%","1.05400%","1.05400%"
02/21/2017,"1.05344%","1.05344%","1.05344%","1.05344%"
02/20/2017,"1.05011%","1.05011%","1.05011%","1.05011%"
02/17/2017,"1.05233%","1.05233%","1.05233%","1.05233%"
02/16/2017,"1.05650%","1.05650%","1.05650%","1.05650%"
02/15/2017,"1.04178%","1.04178%","1.04178%","1.04178%"
02/14/2017,"1.03733%","1.03733%","1.03733%","1.03733%"
02/13/2017,"1.03900%","1.03900%","1.03900%","1.03900%"
02/10/2017,"1.03622%","1.03622%","1.03622%","1.03622%"
02/09/2017,"1.03372%","1.03372%","1.03372%","1.03372%"
02/08/2017,"1.03372%","1.03372%","1.03372%","1.03372%"
02/07/2017,"1.03817%","1.03817%","1.03817%","1.03817%"
02/06/2017,"1.03844%","1.03844%","1.03844%","1.03844%"
02/03/2017,"1.03400%","1.03400%","1.03400%","1.03400%"
02/02/2017,"1.03372%","1.03372%","1.03372%","1.03372%"
02/01/2017,"1.03456%","1.03456%","1.03456%","1.03456%"
01/31/2017,"1.03456%","1.03456%","1.03456%","1.03456%"
01/30/2017,"1.03400%","1.03400%","1.03400%","1.03400%"
01/27/2017,"1.03900%","1.03900%","1.03900%","1.03900%"
01/26/2017,"1.03900%","1.03900%","1.03900%","1.03900%"
01/25/2017,"1.03733%","1.03733%","1.03733%","1.03733%"
01/24/2017,"1.03178%","1.03178%","1.03178%","1.03178%"
01/23/2017,"1.03789%","1.03789%","1.03789%","1.03789%"
01/20/2017,"1.04344%","1.04344%","1.04344%","1.04344%"
01/19/2017,"1.04122%","1.04122%","1.04122%","1.04122%"
01/18/2017,"1.03011%","1.03011%","1.03011%","1.03011%"
01/17/2017,"1.02483%","1.02483%","1.02483%","1.02483%"
01/16/2017,"1.02372%","1.02372%","1.02372%","1.02372%"
01/13/2017,"1.02317%","1.02317%","1.02317%","1.02317%"
01/12/2017,"1.02178%","1.02178%","1.02178%","1.02178%"
01/11/2017,"1.02178%","1.02178%","1.02178%","1.02178%"
01/10/2017,"1.01789%","1.01789%","1.01789%","1.01789%"
01/09/2017,"1.01483%","1.01483%","1.01483%","1.01483%"
01/06/2017,"1.01011%","1.01011%","1.01011%","1.01011%"
01/05/2017,"1.00928%","1.00928%","1.00928%","1.00928%"
01/04/2017,"1.00511%","1.00511%","1.00511%","1.00511%"
01/03/2017,"0.99872%","0.99872%","0.99872%","0.99872%"
