Date,Open,High,Low,Close
09/16/2011,0.35%,0.35%,0.35%,0.35%
09/15/2011,0.35%,0.35%,0.35%,0.35%
09/14/2011,0.35%,0.35%,0.35%,0.35%
09/13/2011,0.35%,0.35%,0.35%,0.35%
09-12-2011,0.34%,0.34%,0.34%,0.34%
09-09-2011,0.34%,0.34%,0.34%,0.34%
09-08-2011,0.34%,0.34%,0.34%,0.34%
09-07-2011,0.34%,0.34%,0.34%,0.34%
09-06-2011,0.34%,0.34%,0.34%,0.34%
09-05-2011,0.33%,0.33%,0.33%,0.33%
09-02-2011,0.33%,0.33%,0.33%,0.33%
09-01-2011,0.33%,0.33%,0.33%,0.33%
08/31/2011,0.33%,0.33%,0.33%,0.33%
08/30/2011,0.33%,0.33%,0.33%,0.33%
08/26/2011,0.32%,0.32%,0.32%,0.32%
08/25/2011,0.32%,0.32%,0.32%,0.32%
08/24/2011,0.31%,0.31%,0.31%,0.31%
08/23/2011,0.31%,0.31%,0.31%,0.31%
08/22/2011,0.31%,0.31%,0.31%,0.31%
08/19/2011,0.30%,0.30%,0.30%,0.30%
08/18/2011,0.30%,0.30%,0.30%,0.30%
08/17/2011,0.30%,0.30%,0.30%,0.30%
08/16/2011,0.29%,0.29%,0.29%,0.29%
08/15/2011,0.29%,0.29%,0.29%,0.29%
08-12-2011,0.29%,0.29%,0.29%,0.29%
08-11-2011,0.29%,0.29%,0.29%,0.29%
08-10-2011,0.28%,0.28%,0.28%,0.28%
08-09-2011,0.28%,0.28%,0.28%,0.28%
08-08-2011,0.27%,0.27%,0.27%,0.27%
08-05-2011,0.27%,0.27%,0.27%,0.27%
08-04-2011,0.27%,0.27%,0.27%,0.27%
08-03-2011,0.27%,0.27%,0.27%,0.27%
08-02-2011,0.26%,0.26%,0.26%,0.26%
08-01-2011,0.26%,0.26%,0.26%,0.26%
07/29/2011,0.26%,0.26%,0.26%,0.26%
07/28/2011,0.25%,0.25%,0.25%,0.25%
07/27/2011,0.25%,0.25%,0.25%,0.25%
07/26/2011,0.25%,0.25%,0.25%,0.25%
07/25/2011,0.25%,0.25%,0.25%,0.25%
07/22/2011,0.25%,0.25%,0.25%,0.25%
07/21/2011,0.25%,0.25%,0.25%,0.25%
07/20/2011,0.25%,0.25%,0.25%,0.25%
07/19/2011,0.25%,0.25%,0.25%,0.25%
07/18/2011,0.25%,0.25%,0.25%,0.25%
07/15/2011,0.25%,0.25%,0.25%,0.25%
07/14/2011,0.25%,0.25%,0.25%,0.25%
07/13/2011,0.25%,0.25%,0.25%,0.25%
07-12-2011,0.25%,0.25%,0.25%,0.25%
07-11-2011,0.25%,0.25%,0.25%,0.25%
07-08-2011,0.25%,0.25%,0.25%,0.25%
07-07-2011,0.25%,0.25%,0.25%,0.25%
07-06-2011,0.25%,0.25%,0.25%,0.25%
07-05-2011,0.25%,0.25%,0.25%,0.25%
07-04-2011,0.25%,0.25%,0.25%,0.25%
07-01-2011,0.25%,0.25%,0.25%,0.25%
06/30/2011,0.25%,0.25%,0.25%,0.25%
06/29/2011,0.25%,0.25%,0.25%,0.25%
06/28/2011,0.25%,0.25%,0.25%,0.25%
06/27/2011,0.25%,0.25%,0.25%,0.25%
06/24/2011,0.25%,0.25%,0.25%,0.25%
06/23/2011,0.25%,0.25%,0.25%,0.25%
06/22/2011,0.25%,0.25%,0.25%,0.25%
06/21/2011,0.25%,0.25%,0.25%,0.25%
06/20/2011,0.25%,0.25%,0.25%,0.25%
06/17/2011,0.25%,0.25%,0.25%,0.25%
06/16/2011,0.25%,0.25%,0.25%,0.25%
06/15/2011,0.25%,0.25%,0.25%,0.25%
06/14/2011,0.25%,0.25%,0.25%,0.25%
06/13/2011,0.25%,0.25%,0.25%,0.25%
06-10-2011,0.25%,0.25%,0.25%,0.25%
06-09-2011,0.25%,0.25%,0.25%,0.25%
06-08-2011,0.25%,0.25%,0.25%,0.25%
06-07-2011,0.25%,0.25%,0.25%,0.25%
06-06-2011,0.25%,0.25%,0.25%,0.25%
06-03-2011,0.25%,0.25%,0.25%,0.25%
06-02-2011,0.25%,0.25%,0.25%,0.25%
06-01-2011,0.25%,0.25%,0.25%,0.25%
05/31/2011,0.25%,0.25%,0.25%,0.25%
05/27/2011,0.25%,0.25%,0.25%,0.25%
05/26/2011,0.25%,0.25%,0.25%,0.25%
05/25/2011,0.25%,0.25%,0.25%,0.25%
05/24/2011,0.26%,0.26%,0.26%,0.26%
05/23/2011,0.26%,0.26%,0.26%,0.26%
05/20/2011,0.26%,0.26%,0.26%,0.26%
05/19/2011,0.26%,0.26%,0.26%,0.26%
05/18/2011,0.26%,0.26%,0.26%,0.26%
05/17/2011,0.26%,0.26%,0.26%,0.26%
05/16/2011,0.26%,0.26%,0.26%,0.26%
05/13/2011,0.26%,0.26%,0.26%,0.26%
05-12-2011,0.26%,0.26%,0.26%,0.26%
05-11-2011,0.26%,0.26%,0.26%,0.26%
05-10-2011,0.26%,0.26%,0.26%,0.26%
05-09-2011,0.27%,0.27%,0.27%,0.27%
05-06-2011,0.27%,0.27%,0.27%,0.27%
05-05-2011,0.27%,0.27%,0.27%,0.27%
05-04-2011,0.27%,0.27%,0.27%,0.27%
05-03-2011,0.27%,0.27%,0.27%,0.27%
04/28/2011,0.27%,0.27%,0.27%,0.27%
04/27/2011,0.27%,0.27%,0.27%,0.27%
04/26/2011,0.27%,0.27%,0.27%,0.27%
04/21/2011,0.27%,0.27%,0.27%,0.27%
04/20/2011,0.27%,0.27%,0.27%,0.27%
04/19/2011,0.27%,0.27%,0.27%,0.27%
04/18/2011,0.27%,0.27%,0.27%,0.27%
04/15/2011,0.27%,0.27%,0.27%,0.27%
04/14/2011,0.28%,0.28%,0.28%,0.28%
04/13/2011,0.28%,0.28%,0.28%,0.28%
04-12-2011,0.28%,0.28%,0.28%,0.28%
04-11-2011,0.28%,0.28%,0.28%,0.28%
04-08-2011,0.29%,0.29%,0.29%,0.29%
04-07-2011,0.29%,0.29%,0.29%,0.29%
04-06-2011,0.29%,0.29%,0.29%,0.29%
04-05-2011,0.29%,0.29%,0.29%,0.29%
04-04-2011,0.30%,0.30%,0.30%,0.30%
04-01-2011,0.30%,0.30%,0.30%,0.30%
03/31/2011,0.30%,0.30%,0.30%,0.30%
03/30/2011,0.30%,0.30%,0.30%,0.30%
03/29/2011,0.31%,0.31%,0.31%,0.31%
03/28/2011,0.31%,0.31%,0.31%,0.31%
03/25/2011,0.31%,0.31%,0.31%,0.31%
03/24/2011,0.31%,0.31%,0.31%,0.31%
03/23/2011,0.31%,0.31%,0.31%,0.31%
03/22/2011,0.31%,0.31%,0.31%,0.31%
03/21/2011,0.31%,0.31%,0.31%,0.31%
03/18/2011,0.31%,0.31%,0.31%,0.31%
03/17/2011,0.31%,0.31%,0.31%,0.31%
03/16/2011,0.31%,0.31%,0.31%,0.31%
03/15/2011,0.31%,0.31%,0.31%,0.31%
03/14/2011,0.31%,0.31%,0.31%,0.31%
03-11-2011,0.31%,0.31%,0.31%,0.31%
03-10-2011,0.31%,0.31%,0.31%,0.31%
03-09-2011,0.31%,0.31%,0.31%,0.31%
03-08-2011,0.31%,0.31%,0.31%,0.31%
03-07-2011,0.31%,0.31%,0.31%,0.31%
03-04-2011,0.31%,0.31%,0.31%,0.31%
03-03-2011,0.31%,0.31%,0.31%,0.31%
03-02-2011,0.31%,0.31%,0.31%,0.31%
03-01-2011,0.31%,0.31%,0.31%,0.31%
02/28/2011,0.31%,0.31%,0.31%,0.31%
02/25/2011,0.31%,0.31%,0.31%,0.31%
02/24/2011,0.31%,0.31%,0.31%,0.31%
02/23/2011,0.31%,0.31%,0.31%,0.31%
02/22/2011,0.31%,0.31%,0.31%,0.31%
02/21/2011,0.31%,0.31%,0.31%,0.31%
02/18/2011,0.31%,0.31%,0.31%,0.31%
02/17/2011,0.31%,0.31%,0.31%,0.31%
02/16/2011,0.31%,0.31%,0.31%,0.31%
02/15/2011,0.31%,0.31%,0.31%,0.31%
02/14/2011,0.31%,0.31%,0.31%,0.31%
02-11-2011,0.31%,0.31%,0.31%,0.31%
02-10-2011,0.31%,0.31%,0.31%,0.31%
02-09-2011,0.31%,0.31%,0.31%,0.31%
02-08-2011,0.31%,0.31%,0.31%,0.31%
02-07-2011,0.31%,0.31%,0.31%,0.31%
02-04-2011,0.31%,0.31%,0.31%,0.31%
02-03-2011,0.31%,0.31%,0.31%,0.31%
02-02-2011,0.31%,0.31%,0.31%,0.31%
02-01-2011,0.31%,0.31%,0.31%,0.31%
01/31/2011,0.30%,0.30%,0.30%,0.30%
01/28/2011,0.30%,0.30%,0.30%,0.30%
01/27/2011,0.30%,0.30%,0.30%,0.30%
01/26/2011,0.30%,0.30%,0.30%,0.30%
01/25/2011,0.30%,0.30%,0.30%,0.30%
01/24/2011,0.30%,0.30%,0.30%,0.30%
01/21/2011,0.30%,0.30%,0.30%,0.30%
01/20/2011,0.30%,0.30%,0.30%,0.30%
01/19/2011,0.30%,0.30%,0.30%,0.30%
01/18/2011,0.30%,0.30%,0.30%,0.30%
01/17/2011,0.30%,0.30%,0.30%,0.30%
01/14/2011,0.30%,0.30%,0.30%,0.30%
01/13/2011,0.30%,0.30%,0.30%,0.30%
01-12-2011,0.30%,0.30%,0.30%,0.30%
01-11-2011,0.30%,0.30%,0.30%,0.30%
01-10-2011,0.30%,0.30%,0.30%,0.30%
01-07-2011,0.30%,0.30%,0.30%,0.30%
01-06-2011,0.30%,0.30%,0.30%,0.30%
01-05-2011,0.30%,0.30%,0.30%,0.30%
01-04-2011,0.30%,0.30%,0.30%,0.30%
01-03-2011,0.30%,0.30%,0.30%,0.30%
