Date,Open,High,Low,Close
08/30/2013,"0.25950%","0.25950%","0.25950%","0.25950%"
08/29/2013,"0.26120%","0.26120%","0.26120%","0.26120%"
08/28/2013,"0.26050%","0.26050%","0.26050%","0.26050%"
08/27/2013,"0.25940%","0.25940%","0.25940%","0.25940%"
08/26/2013,"0.26210%","0.26210%","0.26210%","0.26210%"
08/23/2013,"0.26210%","0.26210%","0.26210%","0.26210%"
08/22/2013,"0.26210%","0.26210%","0.26210%","0.26210%"
08/21/2013,"0.26210%","0.26210%","0.26210%","0.26210%"
08/20/2013,"0.26210%","0.26210%","0.26210%","0.26210%"
08/19/2013,"0.26310%","0.26310%","0.26310%","0.26310%"
08/16/2013,"0.26410%","0.26410%","0.26410%","0.26410%"
08/15/2013,"0.26320%","0.26320%","0.26320%","0.26320%"
08/14/2013,"0.26320%","0.26320%","0.26320%","0.26320%"
08/13/2013,"0.26420%","0.26420%","0.26420%","0.26420%"
08/12/2013,"0.26470%","0.26470%","0.26470%","0.26470%"
08/09/2013,"0.26470%","0.26470%","0.26470%","0.26470%"
08/08/2013,"0.26470%","0.26470%","0.26470%","0.26470%"
08/07/2013,"0.26640%","0.26640%","0.26640%","0.26640%"
08/06/2013,"0.26640%","0.26640%","0.26640%","0.26640%"
08/05/2013,"0.26540%","0.26540%","0.26540%","0.26540%"
08/02/2013,"0.26660%","0.26660%","0.26660%","0.26660%"
08/01/2013,"0.26560%","0.26560%","0.26560%","0.26560%"
07/31/2013,"0.26560%","0.26560%","0.26560%","0.26560%"
07/30/2013,"0.26500%","0.26500%","0.26500%","0.26500%"
07/29/2013,"0.26600%","0.26600%","0.26600%","0.26600%"
07/26/2013,"0.26500%","0.26500%","0.26500%","0.26500%"
07/25/2013,"0.26380%","0.26380%","0.26380%","0.26380%"
07/24/2013,"0.26430%","0.26430%","0.26430%","0.26430%"
07/23/2013,"0.26590%","0.26590%","0.26590%","0.26590%"
07/22/2013,"0.26470%","0.26470%","0.26470%","0.26470%"
07/19/2013,"0.26470%","0.26470%","0.26470%","0.26470%"
07/18/2013,"0.26620%","0.26620%","0.26620%","0.26620%"
07/17/2013,"0.26620%","0.26620%","0.26620%","0.26620%"
07/16/2013,"0.26620%","0.26620%","0.26620%","0.26620%"
07/15/2013,"0.26760%","0.26760%","0.26760%","0.26760%"
07/12/2013,"0.26760%","0.26760%","0.26760%","0.26760%"
07/11/2013,"0.26810%","0.26810%","0.26810%","0.26810%"
07/10/2013,"0.26910%","0.26910%","0.26910%","0.26910%"
07/09/2013,"0.26910%","0.26910%","0.26910%","0.26910%"
07/08/2013,"0.26860%","0.26860%","0.26860%","0.26860%"
07/05/2013,"0.26990%","0.26990%","0.26990%","0.26990%"
07/04/2013,"0.27090%","0.27090%","0.27090%","0.27090%"
07/03/2013,"0.27390%","0.27390%","0.27390%","0.27390%"
07/02/2013,"0.27290%","0.27290%","0.27290%","0.27290%"
07/01/2013,"0.27310%","0.27310%","0.27310%","0.27310%"
06/28/2013,"0.27310%","0.27310%","0.27310%","0.27310%"
06/27/2013,"0.27400%","0.27400%","0.27400%","0.27400%"
06/26/2013,"0.27560%","0.27560%","0.27560%","0.27560%"
06/25/2013,"0.27610%","0.27610%","0.27610%","0.27610%"
06/24/2013,"0.27675%","0.27675%","0.27675%","0.27675%"
06/21/2013,"0.27275%","0.27275%","0.27275%","0.27275%"
06/20/2013,"0.27255%","0.27255%","0.27255%","0.27255%"
06/19/2013,"0.27175%","0.27175%","0.27175%","0.27175%"
06/18/2013,"0.27225%","0.27225%","0.27225%","0.27225%"
06/17/2013,"0.27325%","0.27325%","0.27325%","0.27325%"
06/14/2013,"0.27275%","0.27275%","0.27275%","0.27275%"
06/13/2013,"0.27325%","0.27325%","0.27325%","0.27325%"
06/12/2013,"0.27325%","0.27325%","0.27325%","0.27325%"
06/11/2013,"0.27225%","0.27225%","0.27225%","0.27225%"
06/10/2013,"0.27415%","0.27415%","0.27415%","0.27415%"
06/07/2013,"0.27515%","0.27515%","0.27515%","0.27515%"
06/06/2013,"0.27425%","0.27425%","0.27425%","0.27425%"
06/05/2013,"0.27445%","0.27445%","0.27445%","0.27445%"
06/04/2013,"0.27395%","0.27395%","0.27395%","0.27395%"
06/03/2013,"0.27325%","0.27325%","0.27325%","0.27325%"
05/31/2013,"0.27525%","0.27525%","0.27525%","0.27525%"
05/30/2013,"0.27465%","0.27465%","0.27465%","0.27465%"
05/29/2013,"0.27575%","0.27575%","0.27575%","0.27575%"
05/28/2013,"0.27275%","0.27275%","0.27275%","0.27275%"
05/24/2013,"0.27275%","0.27275%","0.27275%","0.27275%"
05/23/2013,"0.27275%","0.27275%","0.27275%","0.27275%"
05/22/2013,"0.27375%","0.27375%","0.27375%","0.27375%"
05/21/2013,"0.27410%","0.27410%","0.27410%","0.27410%"
05/20/2013,"0.27310%","0.27310%","0.27310%","0.27310%"
05/17/2013,"0.27360%","0.27360%","0.27360%","0.27360%"
05/16/2013,"0.27410%","0.27410%","0.27410%","0.27410%"
05/15/2013,"0.27410%","0.27410%","0.27410%","0.27410%"
05/14/2013,"0.27410%","0.27410%","0.27410%","0.27410%"
05/13/2013,"0.27510%","0.27510%","0.27510%","0.27510%"
05/10/2013,"0.27510%","0.27510%","0.27510%","0.27510%"
05/09/2013,"0.27510%","0.27510%","0.27510%","0.27510%"
05/08/2013,"0.27510%","0.27510%","0.27510%","0.27510%"
05/07/2013,"0.27510%","0.27510%","0.27510%","0.27510%"
05/06/2013,"0.27510%","0.27510%","0.27510%","0.27510%"
05/03/2013,"0.27510%","0.27510%","0.27510%","0.27510%"
05/02/2013,"0.27310%","0.27310%","0.27310%","0.27310%"
05/01/2013,"0.27310%","0.27310%","0.27310%","0.27310%"
04/30/2013,"0.27310%","0.27310%","0.27310%","0.27310%"
04/29/2013,"0.27410%","0.27410%","0.27410%","0.27410%"
04/26/2013,"0.27560%","0.27560%","0.27560%","0.27560%"
04/25/2013,"0.27560%","0.27560%","0.27560%","0.27560%"
04/24/2013,"0.27560%","0.27560%","0.27560%","0.27560%"
04/23/2013,"0.27560%","0.27560%","0.27560%","0.27560%"
04/22/2013,"0.27510%","0.27510%","0.27510%","0.27510%"
04/19/2013,"0.27610%","0.27610%","0.27610%","0.27610%"
04/18/2013,"0.27610%","0.27610%","0.27610%","0.27610%"
04/17/2013,"0.27610%","0.27610%","0.27610%","0.27610%"
04/16/2013,"0.27710%","0.27710%","0.27710%","0.27710%"
04/15/2013,"0.27760%","0.27760%","0.27760%","0.27760%"
04/12/2013,"0.27760%","0.27760%","0.27760%","0.27760%"
04/11/2013,"0.27710%","0.27710%","0.27710%","0.27710%"
04/10/2013,"0.27710%","0.27710%","0.27710%","0.27710%"
04/09/2013,"0.27810%","0.27810%","0.27810%","0.27810%"
04/08/2013,"0.27940%","0.27940%","0.27940%","0.27940%"
04/05/2013,"0.27940%","0.27940%","0.27940%","0.27940%"
04/04/2013,"0.28040%","0.28040%","0.28040%","0.28040%"
04/03/2013,"0.28110%","0.28110%","0.28110%","0.28110%"
04/02/2013,"0.28210%","0.28210%","0.28210%","0.28210%"
04/01/2013,"0.28260%","0.28260%","0.28260%","0.28260%"
03/29/2013,"0.28260%","0.28260%","0.28260%","0.28260%"
03/28/2013,"0.28260%","0.28260%","0.28260%","0.28260%"
03/27/2013,"0.28360%","0.28360%","0.28360%","0.28360%"
03/26/2013,"0.28360%","0.28360%","0.28360%","0.28360%"
03/25/2013,"0.28310%","0.28310%","0.28310%","0.28310%"
03/22/2013,"0.28460%","0.28460%","0.28460%","0.28460%"
03/21/2013,"0.28410%","0.28410%","0.28410%","0.28410%"
03/20/2013,"0.28410%","0.28410%","0.28410%","0.28410%"
03/19/2013,"0.28210%","0.28210%","0.28210%","0.28210%"
03/18/2013,"0.28010%","0.28010%","0.28010%","0.28010%"
03/15/2013,"0.28010%","0.28010%","0.28010%","0.28010%"
03/14/2013,"0.28010%","0.28010%","0.28010%","0.28010%"
03/13/2013,"0.28010%","0.28010%","0.28010%","0.28010%"
03/12/2013,"0.28110%","0.28110%","0.28110%","0.28110%"
03/11/2013,"0.28010%","0.28010%","0.28010%","0.28010%"
03/08/2013,"0.28010%","0.28010%","0.28010%","0.28010%"
03/07/2013,"0.28060%","0.28060%","0.28060%","0.28060%"
03/06/2013,"0.27960%","0.27960%","0.27960%","0.27960%"
03/05/2013,"0.28110%","0.28110%","0.28110%","0.28110%"
03/04/2013,"0.28310%","0.28310%","0.28310%","0.28310%"
03/01/2013,"0.28410%","0.28410%","0.28410%","0.28410%"
02/28/2013,"0.28710%","0.28710%","0.28710%","0.28710%"
02/27/2013,"0.28710%","0.28710%","0.28710%","0.28710%"
02/26/2013,"0.28660%","0.28660%","0.28660%","0.28660%"
02/25/2013,"0.28660%","0.28660%","0.28660%","0.28660%"
02/22/2013,"0.28810%","0.28810%","0.28810%","0.28810%"
02/21/2013,"0.28810%","0.28810%","0.28810%","0.28810%"
02/20/2013,"0.28910%","0.28910%","0.28910%","0.28910%"
02/19/2013,"0.28910%","0.28910%","0.28910%","0.28910%"
02/18/2013,"0.28910%","0.28910%","0.28910%","0.28910%"
02/15/2013,"0.29010%","0.29010%","0.29010%","0.29010%"
02/14/2013,"0.29010%","0.29010%","0.29010%","0.29010%"
02/13/2013,"0.29010%","0.29010%","0.29010%","0.29010%"
02/12/2013,"0.29210%","0.29210%","0.29210%","0.29210%"
02/11/2013,"0.29310%","0.29310%","0.29310%","0.29310%"
02/08/2013,"0.29200%","0.29200%","0.29200%","0.29200%"
02/07/2013,"0.29200%","0.29200%","0.29200%","0.29200%"
02/06/2013,"0.29300%","0.29300%","0.29300%","0.29300%"
02/05/2013,"0.29550%","0.29550%","0.29550%","0.29550%"
02/04/2013,"0.29550%","0.29550%","0.29550%","0.29550%"
02/01/2013,"0.29550%","0.29550%","0.29550%","0.29550%"
01/31/2013,"0.29800%","0.29800%","0.29800%","0.29800%"
01/30/2013,"0.29850%","0.29850%","0.29850%","0.29850%"
01/29/2013,"0.30050%","0.30050%","0.30050%","0.30050%"
01/28/2013,"0.30150%","0.30150%","0.30150%","0.30150%"
01/25/2013,"0.30050%","0.30050%","0.30050%","0.30050%"
01/24/2013,"0.30050%","0.30050%","0.30050%","0.30050%"
01/23/2013,"0.30100%","0.30100%","0.30100%","0.30100%"
01/22/2013,"0.30200%","0.30200%","0.30200%","0.30200%"
01/21/2013,"0.30200%","0.30200%","0.30200%","0.30200%"
01/18/2013,"0.30200%","0.30200%","0.30200%","0.30200%"
01/17/2013,"0.30200%","0.30200%","0.30200%","0.30200%"
01/16/2013,"0.30300%","0.30300%","0.30300%","0.30300%"
01/15/2013,"0.30300%","0.30300%","0.30300%","0.30300%"
01/14/2013,"0.30400%","0.30400%","0.30400%","0.30400%"
01/11/2013,"0.30400%","0.30400%","0.30400%","0.30400%"
01/10/2013,"0.30500%","0.30500%","0.30500%","0.30500%"
01/09/2013,"0.30500%","0.30500%","0.30500%","0.30500%"
01/08/2013,"0.30500%","0.30500%","0.30500%","0.30500%"
01/07/2013,"0.30500%","0.30500%","0.30500%","0.30500%"
01/04/2013,"0.30500%","0.30500%","0.30500%","0.30500%"
01/03/2013,"0.30500%","0.30500%","0.30500%","0.30500%"
01/02/2013,"0.30500%","0.30500%","0.30500%","0.30500%"
