Date,Open,High,Low,Close,Adj Close,Volume
2009-06-24,10004.500000,10138.099609,9896.700195,10100.900391,10100.900391,20975140000
2009-06-25,10106.299805,10366.700195,10078.299805,10355.900391,10355.900391,22135510000
2009-06-26,10315.000000,10423.599609,10269.000000,10389.799805,10389.799805,16444760000
2009-06-29,10455.400391,10516.900391,10389.799805,10476.799805,10476.799805,13813040000
2009-06-30,10471.200195,10528.500000,10308.000000,10374.900391,10374.900391,18097280000
2009-07-02,10290.500000,10374.900391,10217.099609,10245.900391,10245.900391,16662800000
2009-07-03,10228.700195,10294.200195,10228.700195,10283.099609,10283.099609,5669480000
2009-07-06,10115.000000,10283.099609,9927.200195,10027.400391,10027.400391,16950820000
2009-07-07,10029.200195,10078.599609,9836.799805,9844.400391,9844.400391,19319060000
2009-07-08,9794.099609,9867.900391,9535.500000,9653.500000,9653.500000,24177000000
2009-07-09,9718.500000,9820.500000,9647.099609,9773.900391,9773.900391,18228050000
2009-07-10,9698.700195,9773.900391,9630.000000,9747.099609,9747.099609,14086630000
2009-07-13,9733.700195,9891.900391,9588.400391,9891.900391,9891.900391,17158930000
2009-07-14,9968.000000,9993.799805,9881.099609,9986.200195,9986.200195,16104290000
2009-07-15,10123.200195,10244.299805,9986.200195,10215.500000,10215.500000,21235720000
2009-07-16,10178.799805,10335.500000,10163.500000,10304.400391,10304.400391,14606270000
2009-07-17,10324.400391,10404.299805,10251.700195,10369.400391,10369.400391,15272260000
2009-07-20,10478.500000,10561.700195,10369.400391,10540.700195,10540.700195,17618620000
2009-07-21,10592.299805,10597.700195,10423.099609,10515.299805,10515.299805,19431770000
2009-07-22,10422.700195,10545.299805,10404.900391,10432.400391,10432.400391,16625020000
2009-07-23,10425.900391,10675.700195,10425.900391,10675.700195,10675.700195,20670590000
2009-07-24,10665.500000,10717.799805,10574.099609,10687.900391,10687.900391,15261760000
2009-07-27,10727.099609,10806.500000,10687.900391,10757.400391,10757.400391,17087170000
2009-07-28,10613.500000,10757.400391,10521.299805,10570.500000,10570.500000,19688670000
2009-07-29,10482.700195,10570.500000,10384.599609,10455.299805,10455.299805,16371690000
2009-07-30,10601.700195,10687.599609,10455.299805,10676.700195,10676.700195,18861960000
2009-07-31,10632.500000,10841.500000,10626.400391,10787.200195,10787.200195,16408280000
2009-08-04,10943.299805,11018.099609,10787.200195,11018.099609,11018.099609,21362690000
2009-08-05,11014.200195,11065.400391,10952.599609,11046.900391,11046.900391,22950190000
2009-08-06,11042.000000,11065.200195,10793.400391,10793.400391,10793.400391,25184590000
2009-08-07,10896.000000,10964.099609,10793.400391,10885.299805,10885.299805,18330780000
2009-08-10,10833.299805,10885.299805,10767.700195,10793.700195,10793.700195,15393950000
2009-08-11,10760.200195,10795.599609,10607.599609,10629.500000,10629.500000,15698870000
2009-08-12,10596.700195,10742.099609,10587.700195,10659.900391,10659.900391,15609580000
2009-08-13,10789.500000,10849.500000,10659.900391,10825.599609,10825.599609,20078410000
2009-08-14,10832.099609,10848.000000,10713.200195,10848.000000,10848.000000,14578310000
2009-08-17,10577.000000,10848.000000,10480.200195,10531.599609,10531.599609,15182680000
2009-08-18,10601.200195,10680.400391,10531.599609,10673.799805,10673.799805,14181580000
2009-08-19,10536.400391,10737.500000,10519.000000,10686.799805,10686.799805,18131780000
2009-08-20,10707.700195,10763.700195,10686.799805,10700.500000,10700.500000,15980020000
2009-08-21,10825.599609,10836.900391,10700.500000,10831.200195,10831.200195,17622860000
2009-08-24,10865.400391,10903.299805,10747.200195,10790.000000,10790.000000,15890690000
2009-08-25,10872.099609,10963.000000,10790.000000,10920.500000,10920.500000,18616690000
2009-08-26,10861.200195,10960.599609,10838.500000,10912.200195,10912.200195,17241960000
2009-08-27,10986.400391,10986.400391,10807.900391,10934.000000,10934.000000,17796720000
2009-08-28,10979.799805,11011.000000,10893.599609,10978.000000,10978.000000,16448280000
2009-08-31,10866.200195,10978.000000,10772.799805,10868.200195,10868.200195,17947020000
2009-09-01,10840.900391,10927.000000,10665.900391,10689.799805,10689.799805,20625950000
2009-09-02,10656.099609,10737.000000,10634.799805,10701.299805,10701.299805,24601530000
2009-09-03,10768.799805,10922.000000,10701.299805,10921.500000,10921.500000,25178340000
2009-09-04,10901.200195,11017.500000,10872.500000,11017.500000,11017.500000,14807040000
2009-09-08,11147.900391,11176.400391,11017.500000,11105.299805,11105.299805,21067370000
2009-09-09,11082.000000,11113.799805,10966.200195,11000.200195,11000.200195,24369660000
2009-09-10,11011.700195,11155.000000,11000.200195,11155.000000,11155.000000,21376070000
2009-09-11,11216.299805,11283.299805,11155.000000,11253.200195,11253.200195,20811860000
2009-09-14,11174.700195,11332.000000,11167.400391,11332.000000,11332.000000,16791140000
2009-09-15,11360.200195,11495.799805,11332.000000,11495.799805,11495.799805,20996470000
2009-09-16,11551.799805,11592.400391,11495.799805,11555.599609,11555.599609,25699790000
2009-09-17,11536.400391,11613.799805,11447.000000,11528.200195,11528.200195,22367960000
2009-09-18,11532.000000,11540.200195,11446.000000,11446.000000,11446.000000,36993760000
2009-09-21,11348.099609,11446.000000,11329.500000,11424.599609,11424.599609,17369750000
2009-09-22,11533.700195,11602.299805,11424.599609,11585.700195,11585.700195,21136430000
2009-09-23,11596.299805,11648.599609,11502.700195,11517.500000,11517.500000,19761860000
2009-09-24,11547.700195,11553.000000,11284.200195,11285.799805,11285.799805,21766880000
2009-09-25,11237.200195,11300.200195,11174.599609,11212.400391,11212.400391,15927940000
2009-09-28,11269.400391,11390.000000,11212.400391,11338.700195,11338.700195,16660560000
2009-09-29,11354.599609,11403.599609,11313.700195,11395.000000,11395.000000,19492360000
2009-09-30,11480.900391,11480.900391,11251.000000,11395.000000,11395.000000,25723790000
2009-10-01,11403.299805,11403.299805,11070.700195,11071.799805,11071.799805,18653590000
2009-10-02,10922.299805,11071.799805,10855.200195,10958.299805,10958.299805,18508210000
2009-10-05,10975.700195,11142.299805,10932.200195,11102.599609,11102.599609,18466620000
2009-10-06,11230.200195,11358.700195,11102.599609,11248.000000,11248.000000,23804570000
2009-10-07,11275.299805,11351.599609,11194.400391,11349.900391,11349.900391,19736450000
2009-10-08,11422.599609,11513.099609,11349.900391,11484.500000,11484.500000,24538560000
2009-10-09,11432.400391,11497.200195,11382.500000,11436.900391,11436.900391,17669820000
2009-10-13,11423.299805,11445.099609,11299.599609,11413.500000,11413.500000,19971160000
2009-10-14,11531.500000,11539.200195,11413.500000,11532.799805,11532.799805,19088970000
2009-10-15,11459.000000,11532.799805,11448.599609,11504.500000,11504.500000,16622520000
2009-10-16,11459.599609,11514.200195,11409.000000,11504.799805,11504.799805,15864500000
2009-10-19,11566.799805,11571.299805,11485.099609,11538.400391,11538.400391,15240800000
2009-10-20,11586.900391,11589.900391,11496.900391,11538.099609,11538.099609,15462510000
2009-10-21,11475.000000,11595.000000,11437.599609,11442.000000,11442.000000,19019610000
2009-10-22,11427.400391,11533.400391,11365.799805,11533.400391,11533.400391,19941780000
2009-10-23,11564.700195,11569.400391,11357.799805,11382.099609,11382.099609,17816300000
2009-10-26,11426.299805,11525.799805,11210.599609,11234.900391,11234.900391,16973080000
2009-10-27,11229.599609,11247.099609,11053.500000,11053.500000,11053.500000,19848350000
2009-10-28,11000.099609,11053.500000,10805.299805,10805.299805,10805.299805,22966170000
2009-10-29,10916.599609,11075.200195,10805.299805,11075.200195,11075.200195,22021190000
2009-10-30,11091.599609,11091.599609,10767.599609,10910.799805,10910.799805,21973320000
2009-11-02,10896.700195,10963.700195,10745.299805,10878.400391,10878.400391,18935160000
2009-11-03,10777.799805,11025.900391,10751.700195,11025.900391,11025.900391,21242440000
2009-11-04,11103.400391,11187.900391,11025.900391,11071.200195,11071.200195,22321130000
2009-11-05,11070.200195,11180.700195,11041.700195,11180.700195,11180.700195,16960300000
2009-11-06,11100.900391,11259.599609,11098.700195,11250.400391,11250.400391,18489370000
2009-11-09,11372.200195,11488.299805,11250.400391,11486.900391,11486.900391,19583590000
2009-11-10,11457.500000,11486.900391,11369.000000,11426.700195,11426.700195,17779800000
2009-11-11,11546.000000,11559.700195,11419.400391,11439.799805,11439.799805,16112950000
2009-11-12,11383.299805,11456.099609,11330.299805,11360.799805,11360.799805,16907320000
2009-11-13,11348.299805,11417.400391,11322.099609,11407.700195,11407.700195,15340520000
2009-11-16,11496.799805,11539.799805,11407.700195,11512.299805,11512.299805,19438760000
2009-11-17,11507.799805,11631.599609,11502.599609,11630.000000,11630.000000,16156470000
2009-11-18,11667.900391,11702.200195,11604.900391,11652.700195,11652.700195,20021980000
2009-11-19,11588.400391,11652.700195,11484.400391,11600.299805,11600.299805,21846520000
2009-11-20,11524.500000,11600.299805,11508.799805,11579.299805,11579.299805,15151580000
2009-11-23,11689.400391,11737.799805,11579.299805,11624.000000,11624.000000,16717830000
2009-11-24,11644.500000,11644.500000,11539.599609,11539.599609,11539.599609,17453790000
2009-11-25,11594.099609,11647.599609,11539.599609,11636.900391,11636.900391,16188660000
2009-11-26,11569.299805,11636.900391,11428.299805,11436.799805,11436.799805,6946670000
2009-11-27,11281.099609,11539.900391,11281.099609,11464.400391,11464.400391,12102430000
2009-11-30,11476.299805,11586.200195,11447.200195,11447.200195,11447.200195,18247190000
2009-12-01,11574.700195,11715.599609,11447.200195,11707.299805,11707.299805,22300190000
2009-12-02,11729.400391,11802.400391,11707.299805,11779.700195,11779.700195,20668770000
2009-12-03,11775.000000,11816.299805,11629.000000,11636.599609,11636.599609,17777390000
2009-12-04,11672.099609,11700.099609,11414.900391,11510.799805,11510.799805,19512420000
2009-12-07,11467.500000,11571.500000,11445.500000,11489.599609,11489.599609,17790070000
2009-12-08,11412.000000,11489.599609,11342.500000,11368.900391,11368.900391,17252600000
2009-12-09,11428.599609,11428.599609,11248.900391,11379.200195,11379.200195,18647290000
2009-12-10,11399.700195,11464.599609,11370.000000,11464.599609,11464.599609,16744170000
2009-12-11,11472.099609,11504.299805,11387.400391,11423.900391,11423.900391,15896530000
2009-12-14,11481.599609,11549.700195,11423.900391,11545.700195,11545.700195,16692550000
2009-12-15,11532.799805,11581.500000,11498.799805,11541.000000,11541.000000,16529060000
2009-12-16,11609.200195,11691.700195,11541.000000,11637.000000,11637.000000,16826490000
2009-12-17,11570.200195,11637.000000,11473.099609,11473.099609,11473.099609,16945010000
2009-12-18,11510.099609,11562.000000,11448.000000,11463.400391,11463.400391,33688940000
2009-12-21,11559.599609,11596.700195,11463.400391,11554.700195,11554.700195,14784450000
2009-12-22,11539.000000,11628.000000,11522.400391,11628.000000,11628.000000,12560130000
2009-12-23,11625.000000,11688.099609,11625.000000,11658.700195,11658.700195,11837290000
2009-12-24,11666.200195,11754.599609,11658.700195,11754.599609,11754.599609,4705150000
2009-12-29,11740.400391,11754.599609,11691.700195,11701.799805,11701.799805,7756040000
2009-12-30,11687.099609,11728.400391,11673.000000,11717.500000,11717.500000,6874440000
2009-12-31,11745.200195,11766.000000,11717.500000,11746.099609,11746.099609,6461670000
2010-01-04,11847.299805,11872.200195,11746.099609,11866.900391,11866.900391,13267050000
2010-01-05,11900.000000,11935.200195,11837.200195,11888.099609,11888.099609,16779820000
2010-01-06,11912.900391,11971.599609,11888.099609,11944.500000,11944.500000,19440080000
2010-01-07,11925.000000,11944.500000,11819.500000,11887.500000,11887.500000,19057360000
2010-01-08,11883.299805,11953.799805,11863.099609,11953.799805,11953.799805,16776120000
2010-01-11,12070.700195,12070.700195,11923.200195,11947.099609,11947.099609,17229530000
2010-01-12,11866.599609,11947.099609,11766.500000,11820.200195,11820.200195,17764000000
2010-01-13,11802.799805,11865.200195,11738.599609,11853.599609,11853.599609,17241990000
2010-01-14,11873.599609,11888.299805,11776.400391,11804.400391,11804.400391,16104270000
2010-01-15,11782.599609,11804.400391,11684.200195,11685.400391,11685.400391,14863290000
2010-01-18,11711.099609,11754.099609,11685.400391,11750.500000,11750.500000,63220000
2010-01-19,11746.200195,11765.599609,11710.400391,11763.400391,11763.400391,14421340000
2010-01-20,11699.099609,11763.400391,11581.599609,11679.299805,11679.299805,19385730000
2010-01-21,11557.200195,11679.299805,11461.299805,11469.099609,11469.099609,19766490000
2010-01-22,11400.000000,11481.000000,11318.299805,11343.400391,11343.400391,19408760000
2010-01-25,11384.700195,11423.299805,11343.400391,11354.500000,11354.500000,13467990000
2010-01-26,11349.299805,11421.599609,11271.400391,11361.200195,11361.200195,16512310000
2010-01-27,11324.700195,11367.400391,11259.000000,11344.099609,11344.099609,19644540000
2010-01-28,11279.599609,11389.200195,11162.099609,11274.200195,11274.200195,18134210000
2010-01-29,11142.799805,11324.200195,11084.299805,11094.299805,11094.299805,18315860000
2010-02-01,11147.500000,11317.599609,11094.299805,11317.599609,11317.599609,15174070000
2010-02-02,11366.000000,11430.299805,11297.599609,11408.299805,11408.299805,20138160000
2010-02-03,11395.599609,11454.599609,11348.700195,11390.500000,11390.500000,17782990000
2010-02-04,11163.599609,11390.500000,11120.099609,11128.799805,11128.799805,21383070000
2010-02-05,11123.700195,11223.099609,10990.400391,11223.099609,11223.099609,21313820000
2010-02-08,11135.099609,11277.599609,11099.500000,11115.299805,11115.299805,15108100000
2010-02-09,11210.000000,11314.400391,11115.299805,11274.200195,11274.200195,16671190000
2010-02-10,11280.299805,11321.400391,11212.400391,11286.299805,11286.299805,15365220000
2010-02-11,11300.099609,11438.000000,11232.900391,11435.500000,11435.500000,20298070000
2010-02-12,11349.200195,11469.799805,11335.700195,11469.799805,11469.799805,17565770000
2010-02-16,11545.500000,11601.500000,11469.799805,11586.400391,11586.400391,15617780000
2010-02-17,11605.599609,11697.000000,11586.400391,11635.500000,11635.500000,16641980000
2010-02-18,11629.700195,11712.299805,11618.599609,11694.799805,11694.799805,14486960000
2010-02-19,11692.000000,11758.200195,11679.599609,11709.299805,11709.299805,13842450000
2010-02-22,11745.099609,11763.299805,11634.799805,11634.799805,11634.799805,11908120000
2010-02-23,11606.599609,11634.799805,11481.599609,11526.700195,11526.700195,14977920000
2010-02-24,11526.799805,11584.400391,11492.799805,11521.799805,11521.799805,12458810000
2010-02-25,11457.400391,11637.400391,11421.000000,11631.400391,11631.400391,17711350000
2010-02-26,11654.799805,11664.400391,11591.000000,11629.599609,11629.599609,15987100000
2010-03-01,11682.799805,11732.099609,11629.599609,11728.099609,11728.099609,13862480000
2010-03-02,11751.599609,11843.700195,11728.099609,11828.299805,11828.299805,16125790000
2010-03-03,11842.200195,11876.500000,11811.400391,11852.900391,11852.900391,16313630000
2010-03-04,11866.799805,11876.700195,11792.400391,11825.000000,11825.000000,17529200000
2010-03-05,11878.400391,11975.099609,11825.000000,11975.099609,11975.099609,17006580000
2010-03-08,12026.299805,12039.500000,11958.500000,11963.799805,11963.799805,14349310000
2010-03-09,11923.099609,11965.099609,11893.400391,11918.700195,11918.700195,17758220000
2010-03-10,11931.799805,11994.599609,11916.599609,11961.099609,11961.099609,19989580000
2010-03-11,11935.799805,11981.799805,11909.599609,11979.700195,11979.700195,14298310000
2010-03-12,12019.799805,12047.599609,11954.400391,12013.799805,12013.799805,17727990000
2010-03-15,11988.400391,12016.799805,11908.000000,12008.799805,12008.799805,12856030000
2010-03-16,12048.799805,12097.700195,12008.799805,12089.400391,12089.400391,15549780000
2010-03-17,12122.500000,12122.500000,12085.299805,12100.700195,12100.700195,15806660000
2010-03-18,12091.099609,12129.299805,12008.099609,12040.000000,12040.000000,15565620000
2010-03-19,12032.000000,12047.400391,11926.000000,11948.000000,11948.000000,34207220000
2010-03-22,11876.599609,11991.500000,11844.000000,11967.200195,11967.200195,21104870000
2010-03-23,11988.000000,12048.000000,11967.200195,12044.500000,12044.500000,19309640000
2010-03-24,12008.700195,12044.500000,11962.700195,11963.000000,11963.000000,20639880000
2010-03-25,12010.099609,12048.700195,11957.700195,11958.099609,11958.099609,20824320000
2010-03-26,11992.000000,12040.599609,11909.099609,11957.400391,11957.400391,19740520000
2010-03-29,11999.500000,12034.900391,11957.400391,12029.700195,12029.700195,15904090000
2010-03-30,12042.200195,12061.700195,12022.799805,12044.200195,12044.200195,15330560000
2010-03-31,12063.299805,12080.500000,11983.400391,12037.700195,12037.700195,19292550000
2010-04-01,12069.900391,12157.400391,12037.700195,12151.099609,12151.099609,19057680000
2010-04-05,12190.799805,12203.400391,12151.099609,12186.400391,12186.400391,14661580000
2010-04-06,12135.599609,12200.099609,12120.299805,12156.700195,12156.700195,16385480000
2010-04-07,12137.099609,12160.000000,12059.299805,12110.900391,12110.900391,21058890000
2010-04-08,12060.700195,12139.000000,11975.900391,12113.500000,12113.500000,17957040000
2010-04-09,12150.500000,12211.099609,12113.500000,12176.799805,12176.799805,16337350000
2010-04-12,12167.500000,12214.400391,12139.200195,12148.700195,12148.700195,16319710000
2010-04-13,12091.500000,12148.700195,12025.400391,12101.500000,12101.500000,14560720000
2010-04-14,12141.700195,12211.599609,12095.900391,12204.400391,12204.400391,17724850000
2010-04-15,12178.599609,12249.500000,12168.700195,12211.500000,12211.500000,16436850000
2010-04-16,12190.599609,12211.500000,12019.900391,12070.700195,12070.700195,20940830000
2010-04-19,11974.700195,12103.000000,11954.000000,12103.000000,12103.000000,18535490000
2010-04-20,12122.000000,12159.900391,12103.000000,12113.500000,12113.500000,17924840000
2010-04-21,12135.299805,12158.200195,12070.700195,12134.599609,12134.599609,18219970000
2010-04-22,12053.299805,12160.900391,11985.299805,12160.900391,12160.900391,20192470000
2010-04-23,12167.900391,12248.400391,12126.799805,12239.599609,12239.599609,19222570000
2010-04-26,12254.200195,12297.900391,12234.700195,12281.000000,12281.000000,15592830000
2010-04-27,12255.599609,12321.799805,12143.200195,12146.700195,12146.700195,22120120000
2010-04-28,12165.000000,12173.299805,12075.799805,12076.900391,12076.900391,22260900000
